mtime,AJ,AO,AV,BJ,BX,CE,CI,CM,DG,DR,DX,EW,EZ,FV,G,GM,GX,GZ,HN,I,JP,JV,KY,KZ,LU,MP,MR,N,NO,OZ,P,PX,RT,UY,VW
2021-11-23T05:40,4424423,3482262,3361308,4077418,3150153,3203286,3743340,3132862,3660130,5159600,3641639,3444612,4871484,3557932,3862947,4026013,4227162,2588093,3496565,4800624,2539068,2682059,3984781,5545105,2649721,3959237,2702239,2075161,2909503,3401944,5153433,2909137,3719943,4261105,3370925
2021-11-23T05:45,3187845,4469837,2943322,5184112,2849516,3349098,3077639,2053824,3142787,2375471,3141643,3957190,2914600,3999779,4147466,3932433,2961864,4250478,3988168,3522127,3633739,2796123,4404436,4973133,4413248,1668934,4133585,4557472,2524176,4183408,3695179,5072284,3111057,2962490,4135558
2021-11-23T05:50,4096283,3993223,3286339,5447075,2837586,4986530,3184106,3712015,3477382,4345281,2110643,3425886,3936611,3499757,3935532,3076082,2117512,4780345,3566622,3656673,3445420,3097177,3888648,3524280,3480267,2830507,2998831,2446097,4768575,3972723,5415752,3595604,4806007,2969881,2977339
2021-11-23T05:55,3695218,5203318,4123427,4112084,3521208,3493661,4332587,4375323,2863806,3400194,2962492,4255303,3369836,4099660,3635021,3481868,3319244,4152181,3046827,4402893,3610535,2731361,4331976,3314663,2877453,2899147,4065286,3228291,2825548,3902759,4669823,4204059,3928702,3840377,3350079
2021-11-23T06:00,3088849,4061097,4646236,4036126,2965876,5047336,4696056,4174394,2798948,4177073,2921310,3766288,3446911,3864233,4255793,3247698,3259484,4572046,5189242,3446054,2857937,3483286,3648146,5051029,4130321,3474000,3484635,4452453,3511499,3527019,5071496,3939338,3665203,3585812,3646187
2021-11-23T06:05,4385325,3520543,2904396,3929744,4454539,3623962,2667481,1671378,4638983,3281119,2236824,3033663,3506653,3807751,4249704,4212113,2787062,4112767,4278757,3618826,3806410,3125513,3221083,4690482,2946374,4066125,3819462,4505689,3879434,3931794,4264334,4873431,3002977,4567604,4229692
2021-11-23T06:10,3899979,2807759,2690565,4783266,4047920,3720338,3713124,3101843,2246472,4029950,3987029,2365901,2403467,2439028,4389339,4768386,3435005,3114754,3558034,3313026,3259095,3067241,4751506,3084866,4377124,4257834,3085754,3265535,3369077,3674960,3300090,4081269,3848304,2871102,3863831
2021-11-23T06:15,3046323,2214747,3479241,3527248,4351611,3113471,3124628,4001030,2074446,3918653,3812919,3096941,3159410,3561285,2724720,4409111,3339891,4149163,5337474,2239916,3157512,2045396,4762020,3825227,3429667,2307656,4058776,4793115,3884560,4231890,5354313,4233999,4362619,3894966,4183391
2021-11-23T06:20,3070195,2844671,4232253,2939716,4379816,2732958,3342588,2961496,3469241,4670972,2675842,3560456,3423226,4137493,4798785,2677229,3619393,4194356,4746375,3763779,2783055,2561973,3639485,3407870,4068388,3764848,3544469,2452831,4408180,3191622,3952289,4115781,3515074,2192882,4112256
2021-11-23T06:25,2991659,4644555,4204902,3608990,4032504,3728473,4360812,3494790,3316949,3574070,3094133,4125597,2179055,1868901,3839902,4133242,5089666,3847367,2678952,3949365,2445957,2195895,4124525,3989020,4012171,2598179,2992289,4049069,4847374,5765615,4580245,4364020,3718656,2933443,4682761
2021-11-23T06:30,4432698,4272114,5038633,4498068,4575300,3488993,3755195,3970361,2864050,4209452,2229771,2162681,3404554,4566333,3029836,3798242,3347270,3362129,5387978,2991912,2717734,4450412,4146460,2031959,3672866,2947978,3590464,3567937,3076861,4102905,3693260,3825136,3946154,2944264,2746152
2021-11-23T06:35,4377788,3139243,4723301,4176403,4150719,3534312,2423961,2821063,3493769,2908634,3576963,2690841,2946573,3860379,2854905,4670836,1664760,3085703,3756505,3856261,3015727,2358600,3433233,3852158,3614953,3273337,2507716,4532932,3581487,3816410,2932193,6466253,3076879,3601522,3525295
2021-11-23T06:40,3056948,4643111,3029493,2913117,3494609,3772432,3793786,3805324,3687744,2498581,2344613,3649485,4313293,3061857,4642166,3804585,5448208,3818871,2531481,4429339,2596128,2011845,2597289,2922012,3200721,2884506,4777838,3558085,3929981,3970435,4717314,4148630,4024461,4066177,4374352
2021-11-23T06:45,3280382,2754039,3204362,2788079,2995551,4059781,4340103,3565581,1642302,2968106,3632425,5282566,3083121,3559766,2723669,3274713,2135747,2808953,3100349,3538400,4654640,1889620,4584246,4888442,4099851,3031976,3680574,4169959,4730654,4396479,4337450,4301549,3230802,3951902,3884523
2021-11-23T06:50,4439272,3043924,2905241,3945150,3357577,4360256,4277463,2493071,2928505,3697042,3361946,2975998,3953262,3353937,3439589,3203412,4994274,3055059,5118930,3408588,3221039,2309627,3379197,3490292,3366923,2152779,3912649,4645634,3622507,3905788,4514411,4615303,3033941,3779397,3680717
2021-11-23T06:55,2882732,4575695,3330025,4163288,3037716,2650568,3374754,2884033,3402021,5065566,1703699,3690151,3120243,3801773,4419496,2929639,4234488,2066558,4501167,3400130,2189958,3874284,3471303,2941156,4022921,4512542,3333944,3772500,3241473,5183151,3427024,3326213,3310502,3994716,4023851
2021-11-23T07:00,3137473,2794356,4287228,3612016,4181129,3225185,3433725,3821766,2684657,4783113,3688252,2761526,2718329,3194927,2905632,3011356,3004838,3662349,3618688,3673598,2451528,2961548,4381520,3421631,3703604,2249707,3682970,4866698,4886088,2864516,3417419,2928617,3750520,2250723,4411618
2021-11-23T07:05,3624612,2974140,1779676,3447655,4332920,3259238,2833215,3670629,3216860,3162904,2277112,3900387,3903791,2390951,4712030,2853973,2636611,1435471,3698571,2663628,4295194,3307835,4096408,2857064,3584738,3442257,4148273,4502129,2969968,5025460,3388814,4252784,3948199,4750744,3662581
2021-11-23T07:10,1999866,2216744,2131346,3019193,4971666,3703182,4244239,3251555,3292209,4303613,2369477,4322187,3922583,2336708,4133574,2636222,2579604,3579607,3173178,4292725,2964776,2585802,3977499,2725515,3180742,1942538,4108988,4319804,4273613,4725090,4834886,4635913,2792907,3756654,3620703
2021-11-23T07:15,3752967,4342372,3337955,4430642,3796687,3794813,3701139,3115911,2679098,2540338,3012189,3039823,3891532,2882936,3255405,2802405,4305575,2993630,2561359,3440371,2758313,2603022,3855037,4245394,3977719,3665216,2477490,4030070,4751889,4359446,4234200,4564712,3701671,2830131,3476335
2021-11-23T07:20,4105578,3097493,2489439,3863294,3538782,2152826,3768058,2408602,4511841,4959280,3153830,4956167,3514596,4530840,3323192,3528643,3528537,3527192,3431026,5284859,3281810,3075373,3320649,4416728,2448917,2384998,4137240,3912310,3250549,4447741,5752845,4141221,3927600,4143028,3685540
2021-11-23T07:25,3261832,4492075,1940096,4940223,5308040,3145384,2949986,3130875,3598474,4128665,2682741,3242514,4419447,2402678,3984801,2170631,2143898,3777766,2808102,4387373,3831047,1865445,4102409,4160748,5084720,3447865,2004819,2561863,4523979,4400601,3845606,4242092,4554118,3431815,3271835
2021-11-23T07:30,2976979,2140290,2869409,2281239,5305742,3594118,4093264,3640743,3153421,4208464,3234314,2674976,3448807,3252705,4318181,3497409,3704845,5231493,4747953,3162406,3518748,3079213,5287235,4309010,3542812,2070468,2528158,4625205,3338914,4126641,4659927,4524748,2883746,4767441,5007249
2021-11-23T07:35,5573192,3679616,3285381,5054824,3133345,3796746,3075461,3200463,3431532,2949397,2546671,3108408,3605381,2970430,4097309,2851145,3541369,2360290,3257476,4058972,4070173,3157061,4544346,3790266,4084477,2294940,2834606,2962390,4046255,3986250,5698186,5037936,3534338,3995710,3157277
2021-11-23T07:40,4786600,5142739,3325057,5879257,3166482,5051343,4143604,4181503,3899831,4084465,1518717,2851550,3315037,3034763,3192369,3127882,3567759,2950428,4781076,4782123,3336234,4074713,5691885,3671362,4050182,4060736,4681366,4182161,4251779,4594134,4987574,4031667,4429787,3141281,5426554
2021-11-23T07:45,3063014,3319167,3259320,4869684,3844967,3173066,3411883,3259093,3375748,4278438,3358600,4739246,5033770,3137479,3988315,3674315,3171931,2710184,3720485,1988903,3695565,3093583,3938302,3947230,3745313,3947714,3431795,3987223,2442177,5055513,4250163,5286869,3732766,3322411,3101373
2021-11-23T07:50,2531448,3192109,4152391,4163861,3282585,3340904,3386459,2697982,2846038,4708152,1968110,2805307,3765958,2943559,4479309,4261154,2966498,4162375,3002293,4270576,3259944,3288378,5220357,4597801,4231013,3542316,4005585,3969159,5051997,4523295,5875500,4440738,5873386,3367872,5325467
2021-11-23T07:55,3759755,2877128,2763241,3133247,3761644,3507683,2206859,2321516,2531455,3570777,3723367,3212698,4143710,3364375,3249516,2422455,2502832,3828520,4299423,4140974,3317157,2363853,2429405,4079719,3847757,1885685,3888047,3823240,3456235,4166279,4909821,4022133,3206465,3130752,2112376
2021-11-23T08:00,3719191,3971950,2217873,3833309,4374743,3585704,3477321,3855557,3226654,3138296,2874839,4269106,2304197,3593403,4121521,3340974,3987824,2452308,4133748,4789388,3879220,2183675,2663643,3697101,3425268,3758161,2592655,5768234,3624421,3236747,5602295,6843792,5045779,4643039,3360137
2021-11-23T08:05,3689029,5124603,2622073,4297804,2894208,2899531,3231045,2800459,3556836,4311503,2599368,4844608,5155220,3842384,4033633,4061399,3467190,3503295,4337147,4693018,3959023,3741635,3579103,3881839,2969918,3294505,5758841,2896888,3497954,3559900,3697063,4475694,4276380,4519969,2938545
2021-11-23T08:10,3120566,3566349,3294128,2635815,3961188,3330985,3900754,4233572,2500852,4047957,3536213,3490432,3799068,3552469,2128967,3195031,4072011,3220206,3238602,3042746,3531953,2549824,3438587,4005797,3438926,3227231,2277522,3510099,3147484,3743503,2749396,4281011,2982259,5315857,3810458
2021-11-23T08:15,2433827,3720114,4824183,2545165,4275733,3269193,3835472,3987816,3964223,4115573,3079909,4563879,3747860,3989476,4438258,3785072,3444734,4375748,3659774,3404165,2750874,3817135,4060833,2956897,2338389,5005917,4801422,3902402,4863860,5267781,4183066,4525975,4079861,3834423,4576967
2021-11-23T08:20,3571016,4233959,3491743,2630426,3876548,3283134,3141913,3204866,3948924,3455395,3200108,2555199,3897228,2947782,3793254,2522902,4709264,3832734,3721458,3251427,3545419,2671338,3113823,2825275,3337046,3829829,3202627,3768616,5704938,4400143,3873285,3865326,3349330,4002604,5218088
2021-11-23T08:25,3693945,3744020,4578377,3151913,4002222,4455791,3886300,2225982,2733663,3995704,3527467,3372942,3222204,4638684,4066986,4176580,4069708,4057588,3871285,4044334,3158027,2152967,5258099,4624283,3741547,3041980,3494092,3972015,4728217,2873854,4164083,5059419,3554375,2347123,5012985
2021-11-23T08:30,2892009,2696365,3923871,4803719,3969702,4551284,5189947,2948446,3930672,4452399,4003514,2755928,3969510,3668237,4667561,4305988,2066713,2893656,2736277,4111970,3901909,2480187,5055297,4616633,2313036,3391120,4352145,3956785,3675402,3695276,6306512,4323502,3937564,3639346,3969558
2021-11-23T08:35,3287454,4469021,2665600,4976920,5626676,3424144,2440874,2554181,3607418,4434391,2234735,1948502,2672958,4546201,4471880,3212820,3296451,3905708,3893353,3451055,3420988,2778307,3732116,2007941,4270309,2436441,3400249,2935881,5101411,3347767,5173951,5137874,2894321,4541768,3343047
2021-11-23T08:40,4500393,4278562,2246071,4007543,2740057,3313065,2982708,1577850,2328519,3300908,4343054,3334352,2945873,3296613,4388624,3993342,3255148,3815413,3248060,4193340,3855769,3504010,5193240,3317572,3238719,3012422,3080564,2958263,3145086,3598311,3594740,4361723,3639055,2602329,4011360
2021-11-23T08:45,3148602,3192347,4509467,3977692,2854817,3593848,3211789,3595527,4479599,3498794,3905817,3159188,3846538,2838964,3876723,3414556,3499118,3214221,2384094,4311044,4714117,2592846,4346513,4236170,3569661,3986004,2942259,3993451,2986122,3502849,4114782,3730163,2992206,4409246,2318400
2021-11-23T08:50,2523980,3740743,3680645,4312703,5658491,3105260,4986444,1984497,3010190,2275741,3144584,2357990,3883744,3852418,3577991,4048646,3482843,2968332,4487757,2761120,5357290,2128312,2913010,3881811,2275809,4836613,5850157,2822480,3254070,3888080,4354996,4029073,2269225,2292869,4713122
2021-11-23T08:55,2878005,3766455,3467676,4032488,3960418,4884294,2741415,4223443,3888409,4053825,2569024,3926778,4488626,3840116,5611505,3010693,4628762,3323109,3906318,3208167,3044427,2979378,2730693,3688475,4825162,3530978,3591195,3116002,2400647,4388703,5151891,2310353,3903145,4033706,4805668
2021-11-23T09:00,2636343,4423693,3632831,3595289,4008689,4447687,2651152,3297870,3055621,2783490,2014089,4144216,3422935,4467171,3833071,3440549,5171038,4150762,3632609,4320072,4291948,2538538,3346651,3493936,2948678,2945665,4272192,3361268,3380268,3768462,5743833,4947206,3564488,3326671,3887887
2021-11-23T09:05,3121134,4678008,3709145,3493208,3903720,2916887,2960768,3673934,3430007,2727309,3619774,2980257,4484895,3354206,4577386,4548715,1479272,3683009,3957928,5278059,3576741,4044279,3987155,4550846,4015246,3082349,3149809,3583683,4203694,4825608,3009379,2121015,3573977,3685251,3386899
2021-11-23T09:10,3858233,3919207,2670066,3314918,3729815,4012597,3156984,2282515,3340311,3267684,3097544,4508216,4018928,2971444,3166646,3050584,3704354,4269531,5227407,5269322,3121844,3420867,4188099,4291888,4086536,3532074,3558552,4453640,5368552,4351966,4424297,4078446,2776662,3911520,1910424
2021-11-23T09:15,3118688,3421116,3907903,3258515,2867635,5047177,4115595,2933553,3655647,3759903,2775461,3812511,3346055,2828420,5412180,3586801,3082615,4376008,4512053,3790156,3530104,1452407,3849376,4235177,4178791,3109965,4253596,4298596,3426411,5158187,5677194,2666637,2391753,3016016,3661423
2021-11-23T09:20,3568558,3382050,2923520,4681543,3959441,3802363,4239985,2369611,3352787,3893145,3536159,3942377,4183227,4458519,4392086,4629122,3736606,4000064,3392360,4292980,3244249,2022078,3427870,4311634,3323318,3559364,3609139,4630856,3788318,4333639,3124686,5541258,4145362,2745055,6634119
2021-11-23T09:25,3131917,4518486,3730870,4703916,3861025,2790641,3900960,2764413,4054935,4304042,3528673,4417959,4956294,4120488,4577443,2893110,2326573,3521343,4037060,3263507,3956693,3107027,4526007,3801372,4117181,3148542,2934730,3562641,4181202,4440624,4056913,2750193,5711705,4866644,3616515
2021-11-23T09:30,2683559,3276500,3420612,4030210,4934608,3539561,4186031,3580972,3058068,3648832,2940551,3611665,3684879,3855085,3426471,2598980,2455712,3811506,3593415,3250975,4077744,2756796,5545968,4966365,3237656,2473342,5298545,4571513,3903970,4459211,4317293,3478301,3737694,3911980,3259035
2021-11-23T09:35,4196672,4224996,3562162,4353838,4514395,4814813,2084269,3305933,3657515,3032586,4131310,3012760,4763607,3849606,3257539,4256438,3703929,3778638,4109018,4160157,3537980,2269298,3293755,2978721,3002773,2517559,2959653,3388415,3156681,4628581,3540646,3852299,3394104,4426033,2991348
2021-11-23T09:40,3276896,2758197,2867485,2544212,3710086,2633676,3079631,1491698,3981222,2748553,3191843,2982471,5159228,3565540,3548083,2916131,3116462,3289587,5015990,4659101,3045193,1879462,4147052,3601252,3551501,1588386,4155037,4654911,4189507,5778921,4620458,4065326,2321565,2954856,4235035
2021-11-23T09:45,2040543,3588727,2582676,4275324,4384237,4752170,3090638,1909045,2514203,4520107,2458095,2997081,3569478,3058638,3599367,2641666,3147231,2827792,3939938,4088705,3944258,3030810,3643700,4239873,3081578,3083299,2609895,3671833,4502786,3281311,3604513,4009450,1925079,4199463,2637387
2021-11-23T09:50,2885064,4334106,2893856,2949432,3828931,3417758,4838691,2582546,2869907,3308015,3455977,3684994,2415171,4624197,2799606,4191561,3061146,3253795,3136365,3644764,2699462,2758839,4040164,4496602,4650306,2983765,3590331,5214862,4629072,5151622,4653485,4428179,4332865,3680413,5060010
2021-11-23T09:55,3968235,3751487,4496635,4211448,2956901,4870063,3685952,3304926,3587350,2589096,2081411,2199240,2887000,3041152,3926093,3803008,3456538,2658880,3901154,4097431,5022485,3526405,3874783,4103708,3376895,4382368,4920238,4429374,4630087,4140115,6024254,4775341,2798675,2480790,4444908
2021-11-23T10:00,1471997,4350990,3254380,5085402,2402215,2879407,3928710,2441072,2545889,4031678,2326729,4441339,3179502,5150214,2627361,3307604,2814046,2747576,3802188,3992262,2509151,2081858,5142112,3332451,2818057,3584297,3157662,4213054,3440320,3049192,2498606,4756507,5108687,4657509,3835734
2021-11-23T10:05,2904971,3806965,3686903,5431884,2700122,3290287,3009793,3735453,3380932,3769718,1798969,4558756,4059097,3463931,4623619,4231249,3188640,4264669,3882136,2797289,4742873,2597104,5056786,2672013,4207075,3102122,2784573,3750446,3620600,3873157,3885760,4085982,3920179,3036097,4402858
2021-11-23T10:10,2708025,4728136,2611381,3807926,4020276,4511623,3777944,2704468,1943186,3876786,3263253,4419929,2973683,3738052,3352452,2994805,3826715,3654201,4770804,3263638,2828306,2220366,4389660,3499943,4608606,2566244,3222642,3613885,5188668,3281054,6247835,4145567,3654302,2398652,3292807
2021-11-23T10:15,3948234,2733525,4014485,4373220,3314862,4535129,3303075,2635178,2843033,3681283,3327474,3018997,4650815,2667846,2662315,2961337,4663268,3469400,4152153,3368688,2585424,3254407,4398248,4326418,3067923,2994739,3588220,3921937,3647828,4813794,6023972,3470148,3882573,3952800,4356106
2021-11-23T10:20,3669855,3688998,1999651,2489782,3556254,3591149,3725034,3128573,3413840,3678162,2717671,4638264,3281773,3690454,3652065,2706167,3518227,2751832,3971802,4045986,3117357,2246360,3442757,4177822,3654806,2665686,2339128,2921724,4019290,3356894,3791056,4364714,5374385,3658554,3078172
2021-11-23T10:25,2995723,4111190,1567472,3736478,2866025,4825413,3384421,3338704,3925416,3251804,2164462,5653703,4258169,3490454,3534667,4378642,3232110,4015935,3211226,3719494,3196430,2527635,4045656,2699883,4099309,1943325,3553447,4510384,2942845,3286454,3292790,4806945,3103741,3377102,3655763
2021-11-23T10:30,2657555,2191078,2210290,4694040,3558430,4112740,3569833,2747468,4555927,3505228,2888459,4411042,3893274,3786071,4305593,3607797,3750278,4002004,4605550,3562766,3539104,3215198,3697675,3211139,4314106,4345008,3800696,3248796,4419403,4719070,4693877,3630342,4963115,3612953,4144736
2021-11-23T10:35,4053843,4476391,2853464,3586786,3471397,4312054,3735427,3921106,2825163,4443881,2962636,3659939,3289360,3344077,4612342,3748851,2636832,3870516,5660553,3907738,2338012,3254745,3917456,4018172,3006002,2761770,2949202,4168376,4040205,3316078,4044821,6951622,4009065,2841652,3908902
2021-11-23T10:40,3435030,4687200,2928727,3673382,4756295,2958183,3501600,3313809,3761757,4604957,2462890,3350098,3338183,4088110,4120213,3589782,4429654,3261033,5998390,2982145,3206887,1672243,5748047,3418891,3875164,2044951,3783126,3273041,3050896,3480059,3690526,3902837,3434715,3481699,3880549
2021-11-23T10:45,2755417,4035295,3556531,3696148,3536250,3411951,3145685,2827775,2840447,2754949,2673410,4137037,3108657,2391049,4365287,3164047,3547055,4465756,3576692,2350038,4062314,2736799,4525062,4244136,3182738,3211822,3400396,2495581,3798500,4139246,5039516,4394087,5182162,3311485,4148930
2021-11-23T10:50,3102092,3162349,2570085,4365538,4356619,2738563,5595751,2472768,2713050,3760860,3602546,4905340,4427552,3362115,4539214,3805763,2422656,2608546,4382416,3249394,3231123,1972732,3488652,4552308,3449505,2865328,3649483,2671827,4285597,3563024,2915324,3165991,5065077,2913268,4117584
2021-11-23T10:55,3334255,4553122,3506802,3859398,4455350,4752166,4705678,3003254,2476896,3732677,3385948,2954605,3724263,2493141,3152893,3372904,2604169,3539897,3868662,2885993,4463386,3100521,2660616,4636788,4366287,3048882,2839574,4238371,3328986,4155503,3157249,3546609,2312739,4190364,3017103
2021-11-23T11:00,2854835,3010649,3102268,3074733,4902349,3401657,3899590,3702748,2993785,3098991,3008419,3380101,2497525,2790733,4844727,3962860,3246937,4636193,3888610,4066591,2974446,3187594,5751399,4172842,2804226,3611010,2950524,2256086,4123088,6019188,4598592,4003737,3561208,3752336,3758565
2021-11-23T11:05,3930463,5048082,3800985,4175989,3650421,4461771,5057501,3476459,2772251,2858493,3156035,2534038,4452060,2381774,2481257,2861016,2913217,3525813,4034674,3593235,3921964,2369303,5111818,3496673,3446313,2444582,2628414,3669430,4026877,3667442,4413892,3828374,2537401,5253689,4453082
2021-11-23T11:10,4132538,4243630,4471404,3669488,4262754,2289136,3410459,4663427,2908150,3341723,2828703,4132133,3904056,3984398,4837752,3647908,2687055,3577394,4204531,3880613,2895043,2035099,3387004,2579892,3065334,3306614,3658506,5143051,3657673,4332503,3347279,3415912,5019649,2550684,3686494
2021-11-23T11:15,4005196,5433948,3657178,3171548,2193682,3503208,2910240,4475552,3667987,4006501,1034558,4323922,3755937,4062990,3231927,4288693,4155892,3862500,3925445,3392032,2578877,3082288,3513564,4867772,3687509,3833874,3265175,2506608,3609160,3475595,3928373,4407330,3647903,2839238,3672439
2021-11-23T11:20,3778676,3354095,2544654,3888831,3527941,4989561,3663126,2859051,2419056,3976790,2618060,2627084,2628853,2044597,3082440,4086021,3505323,3096308,3394296,4338453,3432147,1947108,3711465,3173320,3861707,4174089,4005444,3445000,4444226,3826656,5259691,3798502,2857374,3453673,2613409
2021-11-23T11:25,5072229,4153723,3526429,3373438,3090701,1831541,3206442,3377348,4080346,4992320,4275309,3152164,3491099,2974297,3786774,3068737,4074832,2968148,2970942,3782193,4349256,2606802,5554655,4548056,3485015,3365020,2763813,4474326,3443076,4164880,4906554,4071069,4032612,4521618,3224031
2021-11-23T11:30,3050433,2437168,2844823,3470403,3307482,4123269,3709644,3048789,2914743,4480816,3767534,2938614,2915703,3240655,3118668,3147252,3813502,3280019,4507726,4977455,3143564,2222486,3558089,1888540,3493015,3356880,3284308,4035565,2758966,3853041,4587807,5304411,2803860,3530818,4977918
2021-11-23T11:35,2179692,3455861,2769282,3494545,2750026,4034712,3476692,3775868,2934531,3150649,3422980,3496197,3101239,4852588,6059976,5370302,2605663,4434515,4982446,4811513,3615474,4148619,4011213,3697266,2003139,4700431,3339936,3332799,4456667,2931873,4711894,4669088,4715901,2572621,5213386
2021-11-23T11:40,4410071,4040094,1909660,3894756,3209452,4139407,3210891,3134543,4332492,3636384,2880354,3198936,3559528,4073087,3465098,4394798,2825919,4171899,2957759,3729094,3509053,3137006,3613857,3951022,3241343,4552377,3026123,3875572,2591329,4807218,5359081,4940212,4885077,3110604,2707612
2021-11-23T11:45,5204269,3178505,3588062,3088706,4982325,3227569,3726667,2221146,2098196,3597651,2999932,5417262,3755118,3734161,3770564,2878405,3354735,2031096,4360156,2271383,4127526,2548489,4857722,2716870,2913604,3398526,4374078,2983836,3564451,3340712,5123666,4129355,2839206,4566652,3353995
2021-11-23T11:50,3315492,3589708,3079760,4194574,2336386,3266486,2834889,3734688,2493390,3438260,4495290,4241975,4216258,3220376,2894145,3141244,2553644,3600372,4116709,2509094,2142431,3237739,4453096,3937904,4356680,3861608,4408721,5419946,4643619,3918005,4531211,5109960,3481556,3679768,3544025
2021-11-23T11:55,3201619,3775563,2944009,4472036,3873770,3177298,3683475,2590854,2486030,3379595,3489665,3916438,2896485,3927962,3443932,3963356,5186671,4421416,3227478,4759087,3494502,3578408,4772753,2741509,4050308,2510638,4093128,4425870,3228066,4535408,4313717,2449109,4617499,2639101,3289364
2021-11-23T12:00,3511639,2441920,3766203,3027303,3039640,4223582,3317700,2216450,3831404,3691815,2399258,3639632,4011165,3392288,3123007,4390630,2790961,3014723,4584756,4555921,3626437,2536749,6022122,3342476,3384145,3269664,3723705,2916564,3767519,4575438,5532527,4169829,3812175,3277184,5186477
2021-11-23T12:05,3325138,3942542,4635078,4512244,3693293,3625748,4776533,2131693,4019458,3573122,2839963,4132934,3725993,2961531,4476877,3924020,4525754,3284164,3746913,4418954,3191334,2296432,3668711,3717228,2937304,2568446,4006160,4057313,3655351,4552929,4585219,3497281,3793050,3245154,3495938
2021-11-23T12:10,3187982,3224719,1938710,4589733,2865247,2478858,3953933,4680598,4050205,4127302,3136551,3893194,3134980,3954552,2954319,1973797,3905054,3752171,3821527,3146349,2883950,2429662,3481031,2287277,3001515,3085227,3221149,3072709,4417916,3435244,5037196,4527468,3783764,2848169,4377504
2021-11-23T12:15,3489495,3357597,2474551,3339648,4051515,3218328,2500469,3526602,3523341,4001405,4392992,3973830,3789617,3630754,3248763,4266849,2945022,4287213,3968160,3796645,2745113,1961523,3527249,3352061,3141725,2199725,3415578,3169158,2781001,3483846,4038911,3403994,4012123,3402040,5107116
2021-11-23T12:20,3365228,3376971,2747692,5334927,4639914,2695571,3074450,2946912,2662922,4679399,3560415,4055041,3691747,3368667,3018014,4504196,4123630,3026932,4006928,4718048,4025302,2188985,4126167,2946562,3234573,3889396,4369633,3740371,3664767,3654513,3788567,3040136,4578470,4392377,3418181
2021-11-23T12:25,3817693,4221933,3855325,3070565,3221578,3817209,2743441,3605771,4343040,3919783,3189032,4279691,3427763,4123819,3658607,3514201,4323243,2404283,4862552,3240558,3596023,3219548,3768698,2436824,3503764,1646755,4652215,3220400,4129863,2461682,5101147,4544512,4198046,4868795,3417767
2021-11-23T12:30,3792951,2945373,3385189,3448878,3578813,3688985,4096784,3357386,4690267,3390825,3465902,2616930,3742305,2807868,3165152,3291295,3239370,2334780,4493403,3474536,3725319,3193310,4342380,4308889,4610511,2751723,4277676,3183813,4499868,3107181,4479118,5815534,3970528,4357922,3996086
2021-11-23T12:35,4482499,3485061,4199441,3081860,4310588,3418392,3630983,3966697,2642452,4222149,2730535,2141957,3604422,2625757,3058514,2547497,2944905,3741889,3307539,4103844,3069857,3457983,4779345,3624510,4720216,1982348,4240205,3414827,4492130,4442371,4103201,3662907,3540530,3325323,2442717
2021-11-23T12:40,2429831,3120122,3597670,3394494,3092103,4304190,4733716,3103224,3374810,4742636,3632558,3540038,4401716,3994546,4239989,2747172,3711578,2950584,3761419,2442631,3024780,2824512,5110488,3896856,3099278,3315144,3461299,4171695,3086702,4450304,4896126,4044416,3860454,2175322,2716122
2021-11-23T12:45,5039790,4690106,2234830,5890106,2918824,4742607,4398548,2558125,3000872,2933068,3544314,2604210,4851500,3740696,1983514,6182229,2534145,3322902,3800593,2705098,4944428,2832198,4681100,3502419,2758335,4148778,2087880,3958981,4586715,3241216,4728301,4355552,3583716,3574996,3533599
2021-11-23T12:50,3672110,4197916,2731240,5535303,3927914,3219233,3867966,2708773,2678961,3953185,2622114,4185697,3825761,1980311,4050549,2379995,3342145,3896293,4326293,4540828,4799045,3039249,5137927,4023444,2735131,4377394,3083133,4883956,4799126,4938589,3716049,4550601,3119107,4311346,2379473
2021-11-23T12:55,4020123,3657228,4214608,4190316,3948088,2997735,3709523,2651927,2798627,2881915,2409055,2579002,5261328,3516743,4000059,3940773,2178597,3865058,3794686,3402969,3756597,2589465,4837469,3080168,2210367,3473806,4655304,3715526,3618908,2978352,4916430,4390394,4783285,3719668,3395722
2021-11-23T13:00,2849049,4453808,1607479,4094640,4309797,3409139,3193992,3678083,3173189,2704920,3667472,3831525,3213344,2536643,2840565,4333249,1997343,4344940,4380986,3092548,3521312,2737210,3794495,4433196,2415950,3416364,3657450,4035376,5233608,3647047,5184322,4837749,5095599,2994255,4434505
2021-11-23T13:05,3499320,3051332,3141380,3441625,3046050,3720557,4181870,4239753,3441726,3853296,3054363,4223161,3427499,4322996,3976036,3540745,2752993,3859911,3505394,3414267,4028423,2641743,4030770,3689932,3192215,3010092,4273142,4214673,2621878,4924835,4420734,3913470,2829887,3592480,4578009
2021-11-23T13:10,3615561,3556629,3549661,4000510,3127480,2399173,3442725,2636062,3128442,4025465,3946866,4163732,2779013,3749525,4228248,3746570,3195202,3096475,3528436,4177010,3655555,2114492,3950213,5196904,3981236,4721156,4057113,4316273,2836209,5607435,4705087,4465434,3101840,3901772,3655948
