mtime,AR,AV,BC,BD,BF,BO,BS,BV,BY,CP,CS,DH,EF,EI,EJ,FG,FH,FL,FP,GY,HY,J,JY,KW,MO,MT,NP,NS,NW,OR,OY,QZ,SU,SX,U
2021-11-29T15:50,4339391,3527050,3459131,4116234,2892201,3136670,2591760,4225038,2374571,4340740,3690217,4354139,3427780,3385934,2868052,4359655,4772103,2720359,3701799,2032905,3094926,4779127,3543329,4345261,3880778,2389626,4544004,3976040,3537292,1958464,3297467,2583724,3768029,3523312,2575998
2021-11-29T15:55,4082175,2904696,4379845,4645990,2377923,2635479,1841444,3737849,3897230,4278619,4635624,5617371,3455608,4341889,3507824,3145471,5532617,3314171,2404138,5102504,3831261,3921582,2832026,3903190,2693667,3111122,4148244,3066323,4633128,3740802,4554537,2950436,3611588,3181473,3252974
2021-11-29T16:00,2202052,3552327,4124542,4133581,4132275,3265576,2216518,3785727,3252007,2988654,4940465,4086516,3798468,3353884,4618077,4212013,3627334,3417539,4350309,3440921,3988855,2262598,2631831,2839781,4569397,3994523,3678276,3221095,4601564,3865895,4024173,3249928,4878771,3860634,3106096
2021-11-29T16:05,4851754,3375885,4321969,3921524,4503849,4113800,1362950,3922746,2566779,4868279,4376289,3156966,3637071,3567534,4134699,5853800,4345139,3271663,4020494,2327968,2974054,3329658,3855137,2765614,3842277,3463782,5992498,3491682,3311963,2246340,4258182,3587260,3326029,3787785,4551395
2021-11-29T16:10,4520597,3096223,3972769,3772965,2621221,3855841,1764575,2306514,3200837,4216661,4135931,4834416,5337349,3624645,3943228,2968954,2894582,4138326,2979338,2891246,3421159,4061062,3471491,3364102,4347379,2775666,4894082,2786248,3529100,2993412,4299501,4799051,5066919,3861248,3345656
2021-11-29T16:15,2950212,3882773,6550279,3125444,4276181,2312093,3907369,2854192,3930982,3792274,4059504,4269372,4046810,2372077,4107214,4330946,3738717,2898347,2573904,3203548,2663063,3247156,3978185,3852646,2992019,4689124,3889968,3636072,4915767,3329332,3389962,2942398,5101355,4377144,3455027
2021-11-29T16:20,2562952,3294847,5734186,3163583,3443553,3596802,2775203,3415209,3798225,4207645,2895902,4573345,4352907,3412011,3445456,4015186,5263397,5442369,2361111,3694786,1385479,3462092,3875548,3969301,4843199,3299048,4897965,3836012,4695475,3918017,3961341,3682543,4697424,2997842,3555203
2021-11-29T16:25,4082408,1754827,4873988,3743719,4467523,4275163,2835520,3084766,3958796,4116119,3279804,3467348,3174164,3083163,3576642,5025205,3321951,3375044,3732427,3355206,3674208,4868096,5589725,3496077,2928586,3856431,4196235,1655022,6445011,2241252,4538677,3320593,3663123,4769972,2632755
2021-11-29T16:30,3538478,3246873,4682181,3399044,3810271,3461940,2558194,3563417,3130576,3027719,3780604,4818012,2906069,4419277,3401542,4752085,3672851,3649587,2605085,5612010,3437004,5322446,4618007,3838323,3963767,2585327,3882645,3618298,2821943,2003160,3066941,4985347,3933008,4840501,3109142
2021-11-29T16:35,2979306,2627769,2582055,1745779,4016001,2677271,3498503,3205161,3735154,5897176,3085846,4161679,4559580,3566412,3884191,3216958,4039589,4223641,3491776,3277973,2870830,3263950,3899456,5139680,3085651,3636354,4533837,4124332,5058530,2438574,3466490,3771068,3325092,3995882,2748310
2021-11-29T16:40,6191137,3242476,3529805,4312984,4742451,3117750,2536805,4006375,3450800,5254243,4086292,3915433,3059507,3481983,3223935,5079976,5092574,4718968,3328357,4497412,2127948,3233887,3860052,3474436,3777609,4519740,5113202,2950921,3675859,3107168,4771978,2882693,3814593,4450092,3513754
2021-11-29T16:45,4228298,3785397,3960120,2762395,4024790,4034967,3016644,4508814,3784314,3424410,3170265,4826279,3182313,3408729,5685399,3711858,4616427,2201154,2944796,4531681,3030232,4989834,2190933,4106967,3675513,6534243,4604224,3811898,5471550,2605357,2853940,2903049,4907934,3610710,3553240
2021-11-29T16:50,4125266,3752782,3799575,2628128,3291618,4937493,2631680,4453198,3303056,5364349,4605136,3724293,5345377,4170639,3348692,4514942,4530251,2695155,3249318,4119859,3945693,2643603,4265808,4561324,4284071,4142939,4483534,3430585,4731111,3640604,4456144,3525030,5342326,3022293,4195134
2021-11-29T16:55,4825208,3707179,4418510,3743306,3590232,4142760,3323974,4191540,3334757,4771986,3765974,4981560,4485413,2657780,4310911,3294836,4684158,3671381,3888699,3165862,2145697,3890652,2692146,3847144,2398953,3620953,6380069,4035386,4481212,2477731,3838269,3974131,3751490,4201046,3212583
2021-11-29T17:00,4309512,3733185,4644981,2459681,3892704,3043556,2511792,3122781,3400521,2967172,3723411,3757800,3590343,2396740,3672558,3348232,3128527,3235400,2468987,3665822,3278552,3697918,4273614,3912685,2670133,4111371,3843574,3271856,3144705,3641048,4398475,3831732,4742074,4166482,4063119
2021-11-29T17:05,4419285,3501726,3971130,2806457,3146036,3561236,1646630,1893761,4237427,4761706,4302179,4831186,3712250,4826543,4216728,3546962,4604371,4323579,2615793,2304650,1507936,4986913,2413411,4926950,3959739,3457347,5187621,4460139,3980122,2732327,3789195,4103123,4344657,4038459,4104817
2021-11-29T17:10,4968102,2617940,4384475,3178711,3590385,3581806,3475063,2979775,2713014,4740613,3817598,4389252,4238748,2439697,4782800,4224184,3034698,2940368,3366309,3783959,2423318,3790948,3343089,3074743,3645114,3599031,3945672,4719757,3925785,3826511,4168224,2497300,3474461,2271146,3676466
2021-11-29T17:15,3109341,2419651,3369979,3475537,3953657,4242062,2751274,2588952,3552065,3992270,3596089,3587203,4666742,2821141,4302338,4072140,3928322,3664516,3811705,2645679,2406157,3420215,2810308,3532588,2943746,3030955,4852195,4844054,3687153,3504893,4084384,4160478,3599860,4203488,3344814
2021-11-29T17:20,2804467,1781009,3946299,3178600,4325204,2863373,2634323,3220973,2515848,3997412,4681496,4120551,4912797,1914667,5561757,4028695,3910831,3376261,3879791,2705818,3096823,2320997,4790608,4050146,4311531,4240912,3060353,2745665,4037591,3680233,3544544,3805109,4703916,4616802,3979013
2021-11-29T17:25,2275765,2706927,3765773,3118756,3359916,3412777,3463872,3062315,3407146,5251146,4037742,3816830,4189946,3196519,4050947,4352508,2993567,3759142,2862522,3246859,2840954,2807704,2924227,3265348,2794781,4852723,4208784,2677271,3676413,3855017,4179740,3191788,2772071,4445309,3578404
2021-11-29T17:30,3964183,3453439,5060977,3974414,5009372,2512703,3277557,3652451,2891857,4815701,2968657,4760989,3588895,3491659,4095358,4688484,4084319,3900606,2703812,3389212,2890760,2447958,3435052,4100894,4312814,3770294,5056489,4152395,3469012,3610324,3691167,4385689,3666298,2776650,4894954
2021-11-29T17:35,3730538,3412283,3441331,4091223,5189626,3819831,2687527,3047943,3952256,3486036,4272045,3827798,5826687,3843001,3177155,2132677,3836863,3190428,1494883,3689260,2570727,4718638,3734220,3857184,1865626,2351283,4122100,2817343,2857594,3712031,2926777,4251802,4708358,4798066,3229692
2021-11-29T17:40,4369165,3552917,3974476,3175162,3707494,4214599,3860911,3266232,4499013,4904987,5909375,4114898,4312082,3870024,5510319,3360297,4609489,3846457,2997387,3328892,3664484,2782295,2518281,3684293,3333833,4736671,4697466,3221078,5363201,3381509,5926712,4967669,5355838,4052751,4279678
2021-11-29T17:45,2573231,2827398,4179627,2761653,4897836,3102359,2382474,3666266,2967506,4813486,3765921,5053200,4212775,3531385,4371636,6182136,3643864,4039663,2593821,4153777,2048814,3163206,4196057,4870305,4464795,3124472,4055124,2764863,2655846,3325164,5036908,3672740,4331549,4844697,4227132
2021-11-29T17:50,5463343,2810532,5030944,3792204,2068682,4323743,2776086,2745917,4251966,3888000,3745076,3967166,3621342,3074315,4310187,3804942,4357312,2645510,2546353,5166245,2609011,3517598,3196660,4449516,3860465,3906640,5377237,2906175,3487388,3473546,3760760,4459269,3163929,4234174,2747612
2021-11-29T17:55,2967507,3675424,2907203,4246608,5182490,2445418,4199767,3843173,2997272,3246108,3897731,3940299,3128479,3791200,3707801,4507601,4936955,4639114,3363110,1962534,2458649,2679646,3027361,4021310,3341773,3294758,4079639,4016121,4068398,1442819,4387988,5187014,4210694,3756248,2794979
2021-11-29T18:00,3844020,2588830,4033425,3758288,3065358,2662231,4443392,3369721,3043323,3642247,3773714,4836539,3417056,3476973,4416038,4109260,3431955,3571891,3497925,3857034,2612924,4201290,3560985,3969991,3644278,3211454,4412666,3490806,4322382,2809264,3518218,3062755,5312559,3291329,3791936
2021-11-29T18:05,2121525,3123174,3794003,3720726,2731758,2903906,2402959,3292091,3805974,3263633,5808484,4440262,4662224,2499210,2805873,5018423,4450247,4474577,3951413,2839163,3242850,4739594,3123485,3675891,3273283,5013952,3547905,4499226,5704156,2438048,3231129,3962856,3924787,3376503,2882730
2021-11-29T18:10,4776122,2743204,2618474,3236349,2894389,3776711,3310743,4703734,4432856,2769281,4711557,3814944,3935246,2490168,4330360,5463170,4274568,4386433,2421053,3127197,2548764,4812693,2951173,2866322,3130004,3114617,5077315,3914054,3836440,2224356,3074734,3773339,3978855,4904946,4310535
2021-11-29T18:15,3688087,3026667,4911951,3620539,3773431,3369099,2344115,3071932,3486924,4485822,3526466,3961759,4596055,3780989,3335865,4537946,4908025,5514979,3047001,3328965,3050968,2836338,3055146,3656835,3422306,3917181,3986429,2218290,2707047,3433343,3014287,2882620,3657710,5199922,3514803
2021-11-29T18:20,3868237,3235151,3617127,3573033,4123255,3678108,1982687,4274110,2945779,5495638,4012513,4811299,4354133,3225966,2641972,4219279,5360149,3870312,3463726,3801358,3459198,4525180,3192355,3599866,5025786,5336013,3870771,3896387,4362691,3127083,3979311,4511880,3929956,3192453,4114161
2021-11-29T18:25,3573157,3989662,4493490,3277991,5326430,3644318,3525708,3266308,3206603,3405284,4365654,4068103,5129872,4403188,3870230,4572110,3862403,4151362,3019065,2735605,3034663,3290316,4349800,2984162,3255387,3547931,4240719,3527768,3452901,2992169,3695349,4404131,2524805,3820834,5247246
2021-11-29T18:30,3929255,4339046,3305365,4282791,3766968,4158900,4854055,3774871,3269534,3760582,4788672,3849337,3491501,3181045,4340235,4001662,5012940,2571522,2501367,3433208,2955307,3341982,3954022,3246804,2993396,3837808,4393615,3266459,3458630,2603113,3833386,3274476,4277382,4396380,4035655
2021-11-29T18:35,3923044,3266223,3744977,3535961,3975843,2284630,3198820,3589325,3548420,4093219,3117053,5512986,3405752,2933366,3478084,4614565,3927391,3979984,2338995,3779076,2812492,3342564,4140945,4212774,2701479,3629638,4106572,3176751,5211966,2548240,3840998,4154074,3846292,4129501,4140279
2021-11-29T18:40,4349113,3683976,4589427,4191707,2849767,2887771,4261073,3131371,3328029,5704350,3756184,4395173,2831244,3318384,3747922,2882455,3628424,2634073,2791229,3095223,3239776,4595401,4057031,3790056,2586335,2551555,5280504,4572183,3868775,3916128,6741264,3516367,3390252,4200172,4309770
2021-11-29T18:45,3600418,3399624,6397613,4099242,2489168,3859338,2085701,4168090,3979343,3730088,3498298,5271496,3231628,3086663,3689446,3560287,3091462,3567335,1036055,3724914,2488635,3716365,2927699,2432564,3961276,5292467,5607628,3968211,4686144,2704784,2957024,3471091,4493816,4003977,4337221
2021-11-29T18:50,3971819,3859153,4995563,4477160,4008995,3545242,2465386,2827350,4310257,3423639,4233319,4697745,3990394,3379502,4319156,4751977,4826143,3906780,3160033,3182723,4100613,4077100,4371926,4383281,4876704,4230426,3476293,4534554,4725875,2721045,2414204,3957942,3665271,3303574,2913947
2021-11-29T18:55,3373210,2989823,3262383,4261798,4314578,3920048,2051205,3138201,3671181,5211808,3668221,3299545,3614432,4608201,5065921,4640364,5327849,4092367,4033517,2995583,2996597,4413554,2121208,3126045,2491509,1906642,3670638,3886569,6303933,3600734,3299544,3927040,3717072,4615417,3692608
2021-11-29T19:00,3321363,3723433,3669816,2907954,4511378,4796155,3063720,4193375,4451075,3426030,4373262,4942016,2613100,3686250,4723549,3029661,3053415,4612843,3642549,3310587,2344412,4125965,3471983,3165024,4152358,3153187,4455561,4816071,4891226,2176148,3889356,4246006,3869695,3676357,3789246
2021-11-29T19:05,5072843,2917005,4682088,3706511,2232760,1807669,2954073,2736735,3045810,4099703,3745673,3259597,3836068,3552016,3382239,4286858,4177500,3603473,3868374,3493611,2314096,3942521,3327768,4459282,1609954,3805358,3606479,3958179,3793353,3329761,3052739,3394451,4153715,5491016,3251183
2021-11-29T19:10,3519752,3546823,4136951,3345024,4663627,4206269,2887359,3422657,2913484,5725273,4597888,3771340,4158377,3298044,3455377,3933735,4746177,3558995,4159944,2173107,3061730,3465419,4077874,4533979,2418063,3248568,4757455,3797318,3178674,2168602,3213175,4242952,4279140,3706036,3973105
2021-11-29T19:15,4182488,2231649,5736454,3287152,3931873,2872571,3372694,4166428,2613764,3625598,6064790,3519119,3033564,5188834,5956425,3792968,3434299,3931708,2602303,3380274,1753626,4558852,2101301,3530892,4224764,3799673,4933367,4085292,5284935,2697159,5089487,4466796,4113699,5779208,3943087
2021-11-29T19:20,3392468,3429331,2892755,3448237,4526422,3339652,2851198,3529191,3925362,3982413,4421187,2918709,5080792,3417601,3013291,4887529,4024784,2568971,2602835,3875846,3122928,4025719,3206584,4093558,2934771,4221495,4140955,4700217,2739874,2878164,3418814,3770343,3528176,3883758,4249280
2021-11-29T19:25,2484602,3557070,3718264,3135547,3654285,4430111,2598357,1952319,4326593,4142801,3923467,4090762,4024139,3831625,3509634,4111371,3745352,2770478,2945275,3738015,3042433,3041450,3093630,3745732,4801337,4094065,4134857,2677739,4319819,2541540,3474420,4142017,4453303,4485675,2905066
2021-11-29T19:30,2596639,3885079,4245348,4160345,3074618,4814640,2550794,3072611,2375565,3364537,3466662,3913378,4163536,4174338,3093992,4008054,3223049,3668284,3919787,1868730,3081011,3352156,3269872,4134732,3728941,4420383,4812070,4381275,5141740,3120777,3901760,3911030,5077277,4530036,3200229
2021-11-29T19:35,3930930,3772813,3646639,2574367,4887565,5305516,3467090,2993064,3155414,3730731,3465469,4147534,3480172,3540419,3033951,3771412,4308963,2811355,2562466,4393191,2180239,3599819,3950932,3311319,4014142,3679720,3616193,3113929,4508400,3994985,4032308,3860294,3755086,3784259,3079331
2021-11-29T19:40,3416500,3898321,4135426,3372991,3268727,3695964,3757731,3462333,2158769,4290986,2787521,3565452,5053464,3336772,2895237,4314576,4525836,3399648,3103649,4102313,3156364,3367342,4036737,4337961,4847506,3951630,4879891,4901666,4953642,2607632,5270591,3616713,4033510,2540464,5271434
2021-11-29T19:45,3360807,3461810,4062750,3281772,3374371,3263621,2577648,4688904,4132518,3851675,2770065,3172720,3401174,2275225,3979440,3838106,3998932,3966098,2806363,3881538,2660599,4456779,4165777,4204868,2676082,3475429,4127597,4199484,3007904,3241870,3801885,3604765,4734302,4423756,3257713
2021-11-29T19:50,3858771,3012080,2953478,2679940,3515153,2740134,3448169,4219647,3359891,4195303,4147469,5154470,2874865,3964495,3806495,4554480,4856817,4455971,3553263,3592696,1949449,2845960,3886626,3141146,4395705,4859909,4013696,4463576,4051732,2964779,2439947,7572980,3883430,2443765,2876986
2021-11-29T19:55,3734698,3397762,5495822,2903116,3611644,4015340,3572181,2939729,5464590,3122167,4323550,4784170,3202392,4291536,4453396,3015784,3917973,3410325,3889581,2976957,2035361,4656415,3552946,3730086,4292572,4563642,4037378,3395737,2895816,2998103,3272067,5451769,2957264,4362622,3016220
2021-11-29T20:00,3833419,2394897,3529838,4307538,3773905,3954744,3684601,2608517,4133569,3822036,4610510,3760681,4319565,4137695,4292323,3962812,3832211,3601896,3423079,3551550,2967796,3089493,1982351,4322774,3178760,4733518,4088407,3830651,4726603,2825639,3939805,4833041,4778035,2672532,2749980
2021-11-29T20:05,4447348,2354360,4703772,1975078,3982491,4668878,3079641,1994274,3140289,4357960,5697835,4495891,2852695,2955440,4089183,4247100,4247791,2386033,2257469,4035576,3470899,3257102,3776610,3902531,3250988,3950611,4081657,4019168,3702752,3383158,3610459,2958496,3475818,4164866,3839610
2021-11-29T20:10,5704668,4186518,4585963,2235249,3702657,3662945,2815682,3190580,4336705,5413119,4583747,4621966,3409073,3632990,5364909,3885362,4153138,4817429,3146144,3994524,3559692,3364678,5045897,3533600,2944683,5614508,3880387,4051704,5769663,1777382,4202829,4468267,3285992,4512470,3647862
2021-11-29T20:15,4241488,2787741,3275193,4245164,2699808,3582211,2055377,2804320,2158188,3868515,3391724,4539849,3432994,2334322,4298008,5200391,3593651,2739389,2477324,4268917,2703960,4455633,2953729,4137508,2434501,3073400,3591177,3956746,3804701,2963855,4966438,4700720,3665586,3485821,2250389
2021-11-29T20:20,3954683,2423265,4186879,2780600,3504398,3710075,3447155,2985506,2895186,3116709,4022410,4111247,3973505,2720673,3668042,2995965,5285072,3047843,2799674,3363664,2866287,3051833,4408831,3899026,4451368,3622613,5364106,3981710,4569435,3360121,3273076,3440059,4355860,4044283,4343021
2021-11-29T20:25,2980306,2644707,3276111,3269151,2740703,3860971,3183324,3597649,4480147,4473648,4218720,4506683,4127065,1613849,5548982,3840971,4247064,3800845,3052648,2719097,4281544,4481797,3735429,2866811,4640720,3242599,3371491,3681708,4540358,4692932,5111128,3673459,4180998,3539765,3398120
2021-11-29T20:30,4213060,2654437,3946419,2838716,3626098,3515065,2248821,3203062,4276897,4716912,4264240,3889396,4056172,3936292,5058450,3101695,3503188,2972285,3340208,3745441,3787379,3339802,3693840,3455698,3726191,3732877,4303950,3308522,4198482,3518067,4053026,3137631,4870404,3696782,3263252
2021-11-29T20:35,4196977,4352768,3103405,3081242,4262664,3955409,1823843,2662983,3048905,5079858,5512693,4325928,4981968,5156985,3971656,3139151,3516827,4222252,4865325,3287994,2733829,4732904,5188449,4711839,4250693,2560329,4222986,4365087,2075680,3189187,4286881,2679741,5217292,3598854,3930376
2021-11-29T20:40,3452960,2674472,3783501,3286419,3325297,3912099,2794991,3781700,2858707,3855101,4464502,3861568,3575972,2558268,4986192,4298782,4478863,4294661,3168315,3216028,4356796,4736632,3893661,4580195,3196047,3684590,4479317,2898585,3034634,2722699,4772318,3669453,3924262,4779668,3525238
2021-11-29T20:45,4013676,2974920,4554898,4060680,3428925,3506487,2751959,3547565,4494219,4793707,3741111,4333015,3668242,3812181,4347348,3451949,4497162,4079395,3567485,2876877,3578163,4371391,3056275,3175496,4078590,4903626,4362110,2993819,4528844,2025595,4902071,3586571,4714178,5494995,4152736
2021-11-29T20:50,4189880,4220913,3190930,3792615,4281934,3948468,3334868,5375958,3788069,4472530,4057316,4382647,4561023,3463132,3496007,4741788,3598967,3752716,3660351,2613248,3209479,3973286,3261227,3478750,3912494,2986736,5374902,4803191,3187024,2301675,3237373,3287497,4608797,3901629,3366189
2021-11-29T20:55,4005509,4922861,3544951,3350343,4689873,3949303,3549509,2368134,4823784,3435035,5894442,4387993,3216451,3273333,4044364,4321453,3622740,3801102,3649190,3417319,3827650,5422516,3699386,4215816,2876992,2890835,4336905,4044779,4546125,3440729,3899516,5168084,3632665,3886405,3030899
2021-11-29T21:00,4100118,4037863,4813993,3235610,2570470,3797220,2434747,3078162,3923035,3412574,3611706,4570818,4406306,3173267,5522643,5513232,3814396,3336747,2607034,3333346,2652467,2893651,3042417,3948068,3351802,3758508,4537542,5057577,4315873,2937181,3241551,4428451,4076837,3807261,4162845
2021-11-29T21:05,3859988,2865453,3454414,4172309,2358566,2600522,2972181,2896363,2603597,5143337,3982879,4489785,3351090,3738750,4134683,4033203,3862082,4904713,2823938,3023974,2738684,4050019,4937956,3755772,3580674,3988476,4742186,3349531,3634881,2561206,3917403,3521012,4903320,4027534,4809319
2021-11-29T21:10,4077904,4144588,3476196,3628501,3998497,4223743,3334515,3498837,3014923,5669944,4270719,3268728,3297968,3017431,4366150,3357287,3057830,3202688,2715167,3046017,2689018,4816845,3806717,3698859,3829036,3034024,3131381,4008848,3709882,3426422,4239225,3606730,4558588,4488045,4859889
2021-11-29T21:15,2955919,2850168,4458939,3285232,3962602,2712471,3234700,3877287,3134884,4176699,5635829,5316680,3013180,3818397,5224573,4799829,5864242,4559072,2504237,4374311,2585068,3260918,3524128,2542016,2827587,3813562,4835215,4060588,2921564,2580559,3436341,2149174,4512798,4092939,4382883
2021-11-29T21:20,3524353,3769976,4911456,3520361,4097988,3833771,4878869,3877405,2134559,3970337,5269555,2912867,5344959,4317167,4180230,4282432,5094535,4011555,3300600,4191125,3087232,3087864,3905966,2552986,3476571,3607247,3592496,3315120,3290465,3146089,3596586,3344506,5262926,2771308,4307243
2021-11-29T21:25,2732976,2905640,4545306,3829480,2621886,4522448,2898707,3412298,2373560,3744451,4117804,3941990,3188311,2314497,2894977,4838372,3939280,4341905,4442278,2955968,3747456,3070441,4773071,4307696,2072917,2835666,4812380,2515135,4402174,3135351,4004549,3524759,3662535,3223894,3320297
2021-11-29T21:30,3735772,3562444,3789772,4131451,3061195,4772525,3945578,3641005,4163477,3524876,5468061,3815837,4900879,2922741,5134430,4489310,4458511,3585435,2107267,3362318,3472148,4340353,3006079,2918898,4728608,3949594,5366371,3376521,3762237,2422992,2695573,3882570,4556303,3454063,2674049
2021-11-29T21:35,3982279,3654942,5854958,3299599,3941383,3195490,2912632,5043126,2755899,4156432,3258315,3720906,2249836,4697276,3729181,5603296,4383647,2897861,2406246,3720856,2610833,2846178,3688486,4810439,3112887,3654577,4366945,3835049,3416557,3957155,3928439,3959558,4592829,3338990,3662648
2021-11-29T21:40,3381639,3162381,3736859,3494688,4112224,3489062,3069003,2523659,2290655,3598498,3747035,3272808,4605941,3785504,3741526,3150273,4239606,2728119,2840531,3561842,3437396,4864922,4033703,3437070,2176631,5189965,4144558,4077289,4824805,2413512,3679607,4570876,2728908,4546764,3964045
2021-11-29T21:45,4291008,3755556,3673400,3358256,4217171,2880316,3715981,3100368,4231430,5599099,3741698,3694132,2731365,3462888,3589380,4131344,4552586,4051676,4191062,3200571,2275926,4587969,3222885,3489005,3678706,3575227,4500076,1838705,3700762,2242768,2990979,4562548,4004951,3967320,2447474
2021-11-29T21:50,2643612,3177324,4758816,3532790,3918883,2881024,3838990,2546791,3045619,4837533,3590937,2763921,4785937,3097556,2664114,4576627,3993878,4587419,2524742,3828197,2526501,3474510,4442142,4093807,4822690,3985264,4639691,3929015,2922502,3461759,4400200,4193979,2933991,3914068,4482192
2021-11-29T21:55,3794731,3847486,3322068,2514610,4989738,4030504,1463308,3895508,3607010,4865674,3387220,3145955,3662013,4430621,4039710,3931949,4335894,4012986,2708249,3432068,2316958,3172853,3134187,2958891,3695273,4020788,3868942,2766842,4651139,3112683,3368283,3680441,4459249,4431776,3674361
2021-11-29T22:00,4739858,2928035,4762185,4662737,4733775,3681177,2996606,2983549,3939780,3674888,5436288,4256083,4814926,3881280,2575247,4348174,3612800,3058361,3461979,2979677,2342566,4871526,3384053,4177808,3298403,3737986,4787879,3866392,3630205,2027549,3076480,4452046,5481111,3012119,2585143
2021-11-29T22:05,4608366,2892918,4014695,3911536,2435281,3973915,3424578,3128564,2619973,2992877,3709076,4601096,4530469,4044092,4288428,4487529,4778756,3008271,2394068,2903460,4656940,4034105,3993296,2622755,3094957,3434763,4084869,4591672,6021743,2866004,3892756,3139216,3566735,3826957,3357201
2021-11-29T22:10,3884341,3073170,4908577,4028038,3284964,3400646,4012624,2927544,3089266,4703369,4301908,4317426,4092214,3579297,3358911,4758474,2652082,3588362,2534196,3421560,2585432,3214751,2618679,4665922,3474994,3806909,4900397,3849423,2328108,2854670,4621026,2935709,3605740,4494283,3565423
2021-11-29T22:15,3567792,3402518,3093199,2770188,3421800,2575397,4325076,4128408,3457707,4829331,3548401,3046458,4768580,2855779,3680010,6221583,4307125,4267755,2850544,3330121,2735594,3527397,3598989,3553258,5064664,5005500,3692558,3328412,2714203,3347885,2774098,2867126,4173677,5222199,4188444
2021-11-29T22:20,2593411,3936425,4485846,2794539,3991219,4749994,3464493,3104740,4494735,4742282,3517394,5284305,4923981,4067586,3980712,3416364,3559516,3235528,3194304,2514760,2383436,4138082,4337050,3742220,2866184,3539874,4995733,2961604,3738587,2710435,5760149,3022115,3987826,2221726,4825557
2021-11-29T22:25,3748500,3296000,3750236,3466120,3988068,3300868,2453802,3891039,2667634,4477590,3472452,3690282,4662966,2322923,3039292,3185192,4334521,4003178,4000957,4141252,1471373,4089968,3166795,4026616,3862334,4686063,4152559,3444595,3607083,3034504,3595132,3626013,4545753,3647352,2201554
2021-11-29T22:30,3855512,2718386,4911007,3954551,4055567,4119218,1447363,4223459,2972744,5011907,4706173,4041966,3115723,4173099,2786826,4711530,3596490,3312754,3295018,2929821,3372561,4157012,4013404,4278056,2868759,4951501,4811475,2795348,3886950,3404189,4970738,3862985,2522891,3584495,3847971
2021-11-29T22:35,3950919,2967005,4888533,3837853,4159207,3533826,1671156,4331695,3592121,4233867,4205870,5133421,4018913,3214135,4772506,4175128,4802192,2702637,3879871,3626783,1349872,2990461,3566997,3054333,3585397,2876142,4761315,3923779,1980782,3387689,3792569,4042891,4151187,3737813,4188718
2021-11-29T22:40,4503719,2947725,4027225,2741093,3711348,3682767,2519068,3829201,4110843,3037111,5010111,3602236,3837096,1932099,3850648,5137541,4254757,2600313,3221436,4024826,4398491,4615475,2545470,4993801,4486971,3968015,2817237,3070400,2784069,3603670,3447670,4626153,4992882,3170319,3361932
2021-11-29T22:45,3901763,3743454,2597960,3290485,3619107,3308872,3755740,5095599,2540077,3831100,5135420,5244594,3319720,3728921,3467344,4191916,3837420,2913774,2186929,4762401,3188612,3527410,5095506,4450054,3520289,3886060,3480462,3068992,3667833,2973863,1870656,5483851,3100079,4250900,3000588
2021-11-29T22:50,3213547,2902025,4321449,3765359,3413363,3439286,3974570,4880886,3221789,4316950,4241514,4180080,4118218,2522353,4207006,2944097,4113950,3526383,3019999,3699472,2243051,4105983,2897993,3100504,2750075,3651168,4462692,4189529,3991643,1934586,3044296,3023666,4926789,3929419,3104727
2021-11-29T22:55,2709191,3638178,3761578,4530712,4280617,2938247,4309374,3692754,3454413,2923984,3557926,4470337,4091620,3416676,4235206,4400172,3228608,3677582,2205625,3010096,3001364,4420509,3624103,3299205,4146762,4215993,4322363,3074500,3405627,3635199,4306402,5250478,4065571,4774050,5070746
2021-11-29T23:00,2133540,1680980,5483342,2328562,4645710,4165744,3054082,3834994,3257595,3635838,4643989,5694165,3619947,2998419,3537589,5064329,3101343,3332109,3340959,3479791,2555008,4123198,3791813,2651683,4035917,4430111,5586663,3253545,3302153,2767323,4553902,3155062,3991875,3908482,2579181
2021-11-29T23:05,3686342,3935056,3520307,3226801,3049328,3779136,3464412,3009823,2202524,3837373,2577742,3847700,3814612,4292849,5227404,2963499,4177073,4457852,3469877,3534690,2840906,3180252,3296377,4476000,3811430,4997870,4634104,4553133,4782134,2296885,3448284,3398145,4964769,4251117,3521163
2021-11-29T23:10,3668185,3056088,4087090,3901889,4232719,4385468,3299952,3602442,3680764,3310591,4677960,3091218,3618110,3520852,4096631,4240881,5036064,3430420,2791036,3740211,3410881,3616745,3330898,4489352,4087504,4541295,4081859,4324604,3415549,3216497,5217879,4546771,5066222,3780463,3075302
2021-11-29T23:15,3298688,3851904,4257566,3226456,4544118,3332918,3232803,3626533,5041471,4785142,4294477,5333870,2795428,4176040,5327490,5084468,3542907,3336445,3075118,3049691,2562377,3705954,3286466,2461610,3124760,3421651,5075003,3179261,4201577,2692758,4818992,2590368,3730626,4453881,3669684
2021-11-29T23:20,3416660,3665046,3716505,3950468,5199377,3219015,3687266,3819425,4493493,3525124,4251755,3783032,3483903,3110625,3234804,4530750,4858921,2852272,3396942,3749386,1941620,3461852,3052282,4891113,3432164,4735572,3197679,3363567,4241482,2701308,4310734,2959494,3706898,3534178,3904361
