mtime,AU,BD,BN,BQ,CP,CZ,DP,DZ,EM,EO,EP,ES,FM,FN,FZ,GM,GN,GO,GR,HI,HY,IZ,LU,N,NO,NZ,QT,QY,R,RU,RY,SY,UW,X,XY
2021-11-29T13:50,5062247,4439157,2587303,3647179,3792402,2218150,3561002,2694148,2301042,3584630,2837532,4020950,3471754,3367054,3483308,2635336,3998845,4397955,4507053,3637156,2933494,2883516,2796071,3833080,2973686,5588147,3339998,4287437,3944184,3969346,4034442,4478809,2957487,4370401,4382713
2021-11-29T13:55,3865178,3330754,4348655,3435829,3625360,3540048,3226139,3331410,3137032,2776229,4138138,3359581,2781699,2479020,3249483,3254490,3989647,4705922,3361050,3212752,3363447,3186130,2932444,4031694,3330142,3352322,5112516,2217613,3381951,3301240,3542660,5130996,2052964,3367230,3441424
2021-11-29T14:00,3802664,3002646,5027700,3521135,3542450,3756948,3199284,4474098,3185538,3354987,2901724,3221319,3626872,3730850,3246529,4478537,3194623,3541660,4054176,2527647,2188764,2531526,2240557,4367255,3984032,4020241,3725806,3148610,3746136,3059019,3583968,3356039,2386124,2243132,3153377
2021-11-29T14:05,2493738,3858991,4072105,2189073,5137506,2276936,4471469,4064186,3889037,4334181,3700132,3945877,3529575,3914938,2770408,5088988,3284123,3685719,5001740,3420292,4589647,3495030,1568126,3824826,2318231,5252222,3598571,3673272,3440903,3937673,3965201,4705855,2197289,3630111,2978552
2021-11-29T14:10,3943237,4784401,3450719,3151354,3363047,3046285,3239892,4216689,4336202,3453025,2014524,3596794,4053953,2866040,3867681,3258916,2714122,3440011,4482251,4062498,2857903,3348585,2676189,3705412,4551592,3187079,4299467,4342667,5315514,3196147,4172674,3492996,3536603,3770702,3959869
2021-11-29T14:15,3490753,3503651,4166911,3447084,4077914,2496488,3669539,2945497,3533498,4726189,2733016,3707348,3886140,3356604,4134697,5280744,2995681,5122151,3549621,3333064,3423409,3062104,3600094,4579605,2963476,3396924,3138886,4246410,3849805,3969829,3059153,5146311,2830231,3443261,4182559
2021-11-29T14:20,3857027,4686814,4189077,5259563,3885702,3080236,3555206,3358690,3701552,3987631,3455121,2751334,2381431,2582483,4016053,3881746,2840354,2259752,3827079,2836203,4128452,2650550,3679782,2791960,4170820,3392772,2736086,2679360,4213290,3091061,4669018,3505042,4673873,3254996,2942609
2021-11-29T14:25,2871808,5211541,2720217,3376664,3812408,2897760,4095588,2962999,4722313,4818423,2734360,4409335,3137237,2736650,3473464,2857658,2734341,3465645,3886130,3430305,4520984,2887088,2955880,5511636,5072728,3561161,4094033,1508598,3575008,4634078,3171887,4155901,3793218,3707161,4091859
2021-11-29T14:30,5054117,4630229,2807539,2954188,4360970,3606666,2768575,2509211,3796020,4928765,3883907,2619182,3771036,2239569,4334961,5183127,3345441,3596561,3183854,3773647,3781589,3074579,3286074,4291878,5110459,2627765,2618073,4604881,2652951,5208584,3580823,4299291,3573950,4300119,3515924
2021-11-29T14:35,4539585,3149130,3549858,3777938,4100017,2733869,3713796,3394163,3070135,4674464,3062006,4285404,3639403,4414774,4624216,4663647,3665972,3766099,4367390,3789478,1852274,3732487,2451574,3646383,2603548,3665217,3410410,4067354,4468111,4419269,4272829,3384055,2521821,3568464,3030894
2021-11-29T14:40,5086439,3865927,3191593,2045082,4284635,4277131,3313843,3783626,3056823,4335450,3154438,2961682,3113176,3962180,3333505,3619216,3846008,3380308,3739546,3570300,4302756,3342967,3272283,3935534,2521887,5461641,2622124,3346038,3953669,4897756,4703200,4268016,2481259,4641126,4134884
2021-11-29T14:45,3203299,2840782,4022251,2599669,3993990,3400266,2538633,3051507,4464327,4020030,2545183,3643948,2791683,3031605,2958605,4045193,3503834,3361334,3697744,3360894,4034454,2924657,3076113,4237219,3414031,2927404,4043491,2484904,3429443,2668073,4116481,2886582,2969355,3802105,3139049
2021-11-29T14:50,4289130,2977539,4222123,2060841,4921320,2820497,2697921,3946831,4465897,4942761,3517947,3175382,2468899,3509713,4163354,3256798,4423655,3395844,4907170,2017513,3551329,4239502,3664873,4016163,3396660,4276985,2814768,3716549,5755511,3742688,3264503,3853681,3154996,3429493,2720740
2021-11-29T14:55,3075761,2421593,3725749,3363543,5071365,3552460,3824764,2990041,3610293,5120147,2652174,4965829,4107656,3387770,3273969,3249153,3597708,2981150,4313650,3886719,4158049,4874625,3797159,4511075,3032677,3152741,3223830,3265376,4231676,4159519,3895743,2794446,3247927,4962683,3916301
2021-11-29T15:00,3528640,3803259,2455464,2885016,3636113,2616990,4570352,3009719,3688144,3798064,3773458,3998746,5234044,2829770,4476574,3396940,2616606,3971484,5234277,2239843,2867057,4311251,4251180,3104850,3259384,4536940,4137603,4373694,3812153,3470412,4771539,4439165,2888599,3990588,4191536
2021-11-29T15:05,4769503,3978690,4078205,3292598,3975614,2705169,4234098,2887296,3783096,4117377,3141677,3558396,2600879,2748626,3537099,4633602,5022827,3676224,2606124,3221399,3032364,2931525,3901066,2363788,3842347,3165457,4130613,2274800,3526747,3892345,4758973,3122999,2440747,4075518,4118867
2021-11-29T15:10,4024978,4649703,2549275,3978959,3426936,3098749,4900924,3886973,2613413,5311387,3844958,2543225,3397987,2602231,3548148,2149575,2497817,4771548,3604997,3736746,4131779,2795011,3530898,4656295,2450124,3991408,3991059,3124677,3989911,3507234,3420010,4911119,2763208,3559872,4223921
2021-11-29T15:15,3026265,3595026,4542209,3375651,5971326,4499547,4220881,3189918,3772492,3469563,3108562,1935754,3769543,4610090,2742160,4318885,4626629,2932995,3684344,3686094,3103492,4334277,3159726,4001311,2579264,2883587,4571818,3700184,2716689,3859231,3977617,3718021,3780719,4172751,2536684
2021-11-29T15:20,4447662,3971467,3717339,4066997,4237323,4081116,2964725,4001606,4550167,4018792,3006844,3835017,2299698,3050845,3326231,3750016,4224977,4081783,4525475,3504696,3196417,3183098,2494512,3709842,3563439,3988754,1585394,3538988,3469912,3116766,4238573,4256314,3198304,3429678,2696081
2021-11-29T15:25,4917859,2547308,5011181,3164754,3814152,3177723,3980577,4253077,3880148,4143190,3127950,2428939,4438580,3260642,3499894,4536525,3010842,2484105,2627486,3173160,3956362,3461466,3549634,4363116,3984326,2572725,3252049,2663893,2697743,4489621,2761309,3307093,3471283,4430142,4464732
2021-11-29T15:30,4121483,4967813,4267552,2503112,2605058,3226778,3842552,2728502,3509723,3576849,4850066,3530703,3080946,2779996,3972896,3391482,2786790,5719062,4297092,3943131,2263089,4376712,3212575,2832034,3652282,4454699,3241501,3907693,4706657,6212732,4340456,5724903,2905791,2969812,3624397
2021-11-29T15:35,3032553,4812722,3872673,3023407,3558248,2453678,4146851,4311291,2789035,3849525,2288306,2933117,3733003,2850270,2146507,4714891,2635750,5358688,4657657,3167842,3938365,4063071,3473384,4931168,3645260,4617049,3179294,2734823,2579479,5357544,4134291,4045094,2871003,2801290,4600743
2021-11-29T15:40,5993785,5436600,2580267,2057442,4779736,2929151,2548149,2564630,3657793,3402828,3853951,3139606,3181884,3954885,3565566,4918372,3344882,3062897,3779817,3378540,3926669,3835753,3191606,3795195,1823905,5081884,4036290,3367441,4730320,4736315,4002970,3576823,3508894,3826318,3315369
2021-11-29T15:45,3300377,4528738,3271996,2586528,4888049,2837954,3298462,2884735,3618143,3381690,3085231,3568246,3664663,3262519,3425652,3250425,4455519,3102948,3929564,3336751,3658380,4448961,4682724,3842856,3518896,4330637,3294340,3818845,3148694,4166108,2393149,3943751,3436031,3076708,3425644
2021-11-29T15:50,3779017,3830337,4718579,3614462,4259697,4368130,2650780,2730587,4674774,4549140,2844512,5243298,5230077,3678995,2596504,4977172,2741209,3817743,5484489,3530459,4461781,3149820,3263833,5258664,2872642,3555707,3022764,3879870,4229641,3164114,3130492,4708719,4643404,2956347,3426211
2021-11-29T15:55,3583176,4613607,3555367,2587821,4258268,3534108,4025337,3359889,2610090,4482156,3619911,2026063,2908578,3753109,3266214,2516254,3417054,2987962,3128658,3699943,4085393,3260724,3825394,3170986,2665909,4154473,4866522,2894017,3202322,3761374,3349486,3417084,2572690,4274925,4109014
2021-11-29T16:00,6062146,3897872,4218267,3008104,3755474,4241878,3242581,2931461,3873672,4687088,2879572,2990631,4706182,2202558,3098776,3696156,3798197,3682710,2534549,3273093,4521173,4018316,3561555,3773371,2934938,3233424,2386630,2473983,3233106,2698874,3368210,4441941,2687352,3846640,4180793
2021-11-29T16:05,5260370,3343113,4234211,2926351,3244023,2527455,2735715,4076377,1813420,5179231,3046326,3070424,4690253,3529354,4432068,2540660,3554300,3377647,3216712,2766830,3532608,3406464,3472466,3281618,2523372,4956867,5378044,4040945,3390578,5418167,4892880,4780053,3861361,2768836,3332608
2021-11-29T16:10,3229924,2155184,3909964,3945725,3166539,4076511,4114445,2514288,3867605,3790717,3665697,3523452,4280652,3421376,3756339,4371745,3322160,3907041,4816378,3057453,5670228,2606316,2798958,3656855,2249935,4219334,4091618,2094059,3898411,3372116,4723438,3205049,2477785,2701755,3457166
2021-11-29T16:15,3629525,4291814,2536545,2942032,3441114,3323374,4775423,3937281,3948427,4133996,3388370,3068749,3912978,2388683,3727275,5573412,2915216,4440122,3647254,4145304,2554720,3396109,2693919,4579038,2243604,4438353,3066043,4431736,4413325,5242858,4872101,3253284,3234456,5184509,4087441
2021-11-29T16:20,6017533,4343933,3858993,2868431,3988588,4498844,3726835,4168817,2503645,4764384,4508822,3258316,3059166,5229848,3109630,5649345,3629136,4912173,3370520,3556368,1911521,2254688,3097083,3542108,2897333,4531785,1270044,3716358,4626671,2679102,4455677,3432436,2738677,2723420,2552906
2021-11-29T16:25,3075099,3510820,4379367,2756336,3481234,4049511,2845816,2956115,4612222,4124347,3062531,2630744,3700264,2898495,4325700,4110778,2996105,3067032,2717444,3372715,4104731,3111425,3293318,4910450,3836411,3615600,3658778,3526146,3542356,2824671,2657204,4435608,3362575,3542684,3384640
2021-11-29T16:30,4964259,2359454,3858855,2738916,5146412,2765573,3512720,2949622,5755726,3131794,2720311,2968979,4247733,3068906,3160230,3027748,3976006,2350982,3332039,3662259,4859189,4026370,3594568,4162067,2687386,3689361,3519233,3157119,3116258,4879441,3150129,5036911,3496837,2828949,4514036
2021-11-29T16:35,3970863,4124377,4119037,4132880,4208101,3460704,3249687,3361848,2590838,3273031,3334567,3318147,3510292,3167529,3254645,3071684,3949061,4183161,4463661,4493747,3432138,2760704,2987697,4530343,3939896,3860370,3632947,3007770,4591579,3637850,3305102,3665802,1562514,3610800,3385351
2021-11-29T16:40,2524700,4468749,4013828,3962882,3800561,4237942,4155968,3675863,3181715,3581267,3008466,5475809,3687567,4098371,2171075,4512139,4194671,3140777,4781613,4600293,4383363,2726242,3874625,3570237,4559908,2578867,3174069,2684551,2900206,4887269,4197962,3247184,2383274,6219291,4414575
2021-11-29T16:45,4906514,5090295,5110719,2905717,3917992,3509773,4535175,3567172,3169522,3515646,3001351,3790338,4118014,3621085,3417784,3687722,2823951,3217436,3989467,3770859,3531788,2921042,2831503,3326413,2149890,3696649,3173362,3115763,4707638,2103570,4291227,3831389,4213933,3706449,3108151
2021-11-29T16:50,3457855,6398136,3561002,2111444,3703281,3907691,3376299,4229823,4351718,3999251,3232449,3525345,4052154,3039278,4069356,4190869,4492105,3551770,4587056,3377725,2911912,4271955,3661414,3683977,3836439,4408740,3677478,4233927,4655495,4422962,3782472,4784414,2120209,3852538,3466767
2021-11-29T16:55,3694801,4093377,2860745,2896044,4356777,4207659,2799460,3135782,3353756,4736865,2845563,3015619,3532156,2286208,2470858,4467520,3854973,4987918,5269499,3681782,2647465,3354509,4337807,4076309,3604089,4596977,2950929,3628168,4582705,4413933,3185253,3952035,2651175,3199782,3762179
2021-11-29T17:00,3638180,3778017,2636958,3291688,3362540,3800118,1894723,2868807,2775613,4372471,4528639,4892068,3755629,2372108,3364259,3525940,4407846,3765286,4441103,3654722,4541824,2717411,2994893,3296242,2188495,4897217,4655270,4303556,4943608,3873892,3281128,4997621,3185161,3760285,2803434
2021-11-29T17:05,3486002,3646365,4197250,2761465,4049816,4046147,5504937,4231916,4045352,3940182,3185926,2526785,2784700,2440751,3737758,2713818,4517682,3977958,2524130,2791245,2937564,4615958,4518570,2822645,2819923,3549164,2402559,2827627,3582951,4323643,5788621,3911375,2741048,2496930,4120672
2021-11-29T17:10,4111056,2828247,3605115,3668706,3308969,3343527,4406064,3891549,3910442,3824056,3306177,2871641,3261378,3151219,2145305,4397260,4369843,3514562,3073407,2831520,3265025,2414555,2927468,3577300,1706240,2852467,3642983,3653440,3568924,4746149,3828059,3553720,3133736,2953706,3066103
2021-11-29T17:15,4779527,4056661,3717397,3259685,3851387,4311483,3194364,2492320,2914899,2731447,3075006,4195621,3031561,5065737,3245589,4394317,3623527,3224905,4676607,1596449,4928022,3830384,3575976,6909632,4081295,5187083,3735299,4118734,1747577,3778083,3359341,2871800,2575794,3239269,5240386
2021-11-29T17:20,3631436,4902505,4494224,3062046,3527538,2945690,2714493,3211256,2483185,4172238,3513547,5127187,3510976,2859741,2651707,4420762,3571278,4527397,3869150,3271519,2128589,4649772,3315470,3994231,3398018,4308130,4507289,2965978,2782590,4399177,2329647,3841237,2854631,3066224,2671851
2021-11-29T17:25,3382052,5150158,3057035,3345629,2270367,1995021,4049716,4969552,3894978,5688986,3468484,2610478,4249805,3261460,4418921,5872273,4956970,3832507,3657008,3791998,2914098,2932349,3755869,2221009,2752321,4409522,3656468,3163463,4113579,5062247,5032983,4525827,3746225,3854143,4171261
2021-11-29T17:30,3666440,4469916,3712910,2820572,3658782,2425454,3641065,3465472,4840242,3579897,3929657,3347078,4360728,2671133,2571799,3411927,3177138,3534855,3135376,3486195,4713694,2562910,2688876,3383202,3188999,3161008,4744020,4103304,3448996,4800868,3857683,3493492,3760378,3828103,5463341
2021-11-29T17:35,3246713,3671441,3749003,2053086,2976701,4022318,3206041,4071603,3015796,3077728,3902493,3737914,4102946,3782801,1589847,3458566,3051677,3772571,4743688,3790728,3666593,3630096,2630939,4447745,3066149,5174467,3779831,3530664,3048680,3296964,1607566,4156046,2531146,3355191,3618636
2021-11-29T17:40,3093474,4629007,3618844,3529366,3164620,2853055,4270268,4425509,2804392,3600044,4303827,3565465,3674855,4328659,3688498,4487588,3545683,3900574,3338958,3792479,4547366,4926390,4253438,6250346,2201229,4183468,3966267,2552252,3145288,2687321,3647565,4192039,4015501,3563833,4154819
2021-11-29T17:45,4001861,3668169,4021515,2168618,2593355,4944891,3720328,4572501,4843510,3624170,2747307,3792114,3504974,3590659,3662276,5345827,3431046,3885218,2821959,3415551,3780959,2405590,2761383,4049092,3375919,3567325,3299887,4386680,4003519,5311997,3221912,2389617,4065143,3180309,4969593
2021-11-29T17:50,3768418,4561271,2092841,3502206,4363481,3347938,3555348,3608331,4686067,3933034,2066500,2959080,3574819,3041847,3655502,6066561,3420058,3900915,4571757,3731393,3030025,3469915,3497412,3260760,3278708,3449512,5410275,3193058,4073545,4267128,3777661,4047158,2464194,4009114,2073241
2021-11-29T17:55,4418334,4129853,3494515,4125764,4339610,3210345,3529503,4226244,4159199,3552653,3055334,4003115,4288524,4623779,4171231,3549794,3487873,4579488,4345006,2702588,3175702,3326980,3447804,3610173,4398253,3076484,3088376,3305932,4355432,3817990,4480976,3313655,2649559,3007882,3492159
2021-11-29T18:00,3571591,4207840,3093588,4004054,3559137,3849338,4198403,5293688,3207491,2969605,1485556,4014447,3098651,3940995,3466472,3279704,3542643,4836588,3963859,3683261,4697636,4846757,3490920,2444648,3149303,3533390,2791727,3643202,3167854,5310269,4687943,5727665,2430401,3865606,3165832
2021-11-29T18:05,3039328,4289479,4824174,2793787,3863527,2520121,5574996,2195181,4248290,4879692,3118700,2296370,4371851,2097567,3727389,4419829,5132385,4240116,4946225,2642937,3379808,4096384,2653811,3495976,2935850,2958763,3889927,4680452,3918560,3065101,3972965,5099266,2752075,5415220,3741579
2021-11-29T18:10,4005947,3382642,3170566,2838829,3355211,4729838,3344397,4691883,5037318,5216225,1460183,3470856,4174242,3153962,2727065,2874588,2846389,4420680,5439487,2973232,4066851,3865585,3685174,4676037,3688576,4051112,2637089,3059752,2987572,3332319,3589393,3106319,4532525,3673376,3047292
2021-11-29T18:15,4617528,3947803,4339891,3953802,3430290,1850032,3241645,3385977,2405999,3326110,3462093,3455025,3576619,3630516,4729928,3901024,4382506,3689723,3364306,3997769,4026272,3688662,3969955,4201205,2201055,3338838,3564601,3251482,2826181,3696506,4283262,5493008,1891259,3296097,3709141
2021-11-29T18:20,2991205,3237084,3563674,3754757,3778693,2195620,3176415,3115878,3832074,4102327,3077075,2175521,4134495,3258841,2922562,3922154,3308277,4251510,4467575,4114608,3424141,3854425,2740299,3161713,2068107,3556970,2531290,3266649,4605190,4061348,2505688,3727926,3221796,2141839,5715231
2021-11-29T18:25,3612365,3895231,3672482,4536485,3951062,4203130,3252386,3683650,2827687,4946329,4007508,3293509,4379184,3012429,4064121,4126896,3880244,4618951,3765640,2614634,3680938,4500647,2440109,5024349,3692261,3011450,3777543,4207512,3798503,4728237,3797320,3254158,2482148,2789724,2810398
2021-11-29T18:30,4336895,4458487,4375347,3019679,2970443,3075003,4277446,5168724,3454417,3524173,3540059,1949643,3137843,4080129,5066451,4230692,5580534,3270550,3368720,5140555,4299764,5074380,4191640,5321338,2625571,2983436,3250189,2144713,3978604,5473955,3330863,4450691,2224117,3694466,3918532
2021-11-29T18:35,2108586,4417484,2465132,3687177,3848974,3772490,2302012,3009319,2762754,3357172,3895709,3891807,2481902,2649594,1664952,5413854,3313252,4639531,2995330,2778033,3460188,3878252,1900903,4024358,3103241,3342277,3225086,3607752,2797992,3658092,3357331,3146491,2909992,2882748,3611241
2021-11-29T18:40,3387562,3075648,4134866,2619253,4021276,3722082,3429393,3626017,4820842,3757495,3581265,3628313,3947991,3495615,4091653,3697582,2623454,4676594,4443890,3445408,4340631,4314128,3572949,4282069,3723014,3200797,3545159,3076232,4003301,3551477,3260046,3301633,3635817,3720365,3575478
2021-11-29T18:45,3945890,3509208,2414982,2826001,3524944,4186374,2116069,3255056,2291429,3242924,2908402,3980751,4372377,3077273,3917860,3003326,3828653,2877551,3729366,1907552,3532649,4728433,3676438,2579970,2675329,5592907,3200415,4179730,5087912,2813761,3330020,5207871,2874092,4489323,4154177
2021-11-29T18:50,4245363,3085337,3894369,3538944,2861588,2785253,2711132,2682750,3736537,4035069,3127903,4098818,3765752,4471035,3827350,4060565,3015832,2462227,3910951,3945649,2057684,4793442,3213116,4194811,3189349,3584668,3891176,4308059,3807189,4451063,2707055,3938163,2350131,2507975,2106213
2021-11-29T18:55,3539843,3530501,4363595,2510423,3128646,3050741,3297813,3962156,4160617,4496804,5067105,3443731,3449388,2342356,3357863,3560257,3349820,4876744,4731428,3394959,3146033,5427326,3972598,3427011,3131116,3637723,3111100,2821966,4387536,4707594,3652030,4064125,2981867,4182101,3555353
2021-11-29T19:00,3996946,4644640,4520214,4748835,5133238,3245318,2522461,2275962,3029989,4449867,2970672,3793870,3763972,3789853,4265133,2302078,5147048,3389840,4064545,4473602,5037814,3477283,3956187,2966624,4614384,3126175,2585748,4664975,2456334,3311789,5331903,5210063,4373829,3740338,2849730
2021-11-29T19:05,3757330,3975745,4684000,3786209,3057659,3757319,4251593,2857008,4226275,3782256,4018153,4024740,4053372,2527249,4013606,4920915,4296975,4141180,3920371,3947070,2872990,4004076,3560046,4549223,3544188,5277400,3609268,2445878,2361017,4993416,4745616,3483865,3763014,3957893,3529562
2021-11-29T19:10,3583700,3413465,3689432,4088539,3572420,3323848,3526779,3774996,3578076,2379995,2228092,3655454,3099029,4146683,3133162,6033610,3387616,3617721,5473736,4214170,3693424,3896986,3945550,4559183,3050771,3090243,3306520,3354206,3236987,2478573,4070728,4352273,3306214,5057711,3194454
2021-11-29T19:15,3793725,3727640,3155257,3240777,3607988,1940800,5003902,2448312,4381668,5153494,2647480,4560932,2916006,4709626,3378766,4453536,4306401,4271973,4342437,2674760,2933303,3607815,4452884,4625644,2791200,6105365,3513820,3089320,4826485,4138290,4015670,5502048,3140059,4669458,3624875
2021-11-29T19:20,3442013,3119025,2697633,4430584,3848656,3855827,2661264,2841104,4135186,3988284,3590822,3656848,6046044,4118671,3687210,3269195,3653303,3865290,4264492,2973201,3310461,4002926,4228433,4534309,2605368,3601294,3012376,3192355,3891668,3618720,3207806,3880478,2783780,3542914,2631801
2021-11-29T19:25,3495300,6251809,3264576,3120454,3126871,2599680,3657216,4002647,3876736,3590610,3343289,3974099,3029137,3163702,4503518,4931929,2630718,3596926,2156745,3835691,3476078,3625329,2484645,4585069,3461304,4158739,3595141,3487297,3557277,3856133,3712172,3067757,3707447,3165203,3193982
2021-11-29T19:30,4748393,4932817,2953170,4267787,2713283,3705465,2976634,2664955,4967205,3875777,2199781,3969786,4163531,4125812,4523831,4078819,2965783,6367098,4845846,3950208,3488406,2324963,3574734,4033017,2577331,3944501,3922265,2678698,3714459,2841339,4076328,3920959,3968272,3573779,4336457
2021-11-29T19:35,4873936,3949844,3630625,2604178,4007398,3464314,2978640,3761132,3514101,4683953,4015042,4167557,4184302,3625443,4202976,4292896,2993128,3342802,6056598,3756912,3510751,3048528,4114635,3658720,2277297,5094127,3236947,3233337,2862343,4117684,3740757,3556444,2829849,4778456,3877939
2021-11-29T19:40,4211271,3186145,3423565,2313655,4354661,4285169,3650164,4127504,3244923,3443167,2344419,4606985,3811553,3273591,4521881,4342476,4066277,3747922,3622491,4673898,3801353,4071121,2784708,4229560,1834887,4156725,4942864,3452820,4726937,4382074,5034974,3648585,3796652,2346116,3281325
2021-11-29T19:45,3081572,4989915,4100257,2316095,4263197,2322646,3475183,2313577,3997798,3494216,3492603,3668588,3560927,3876750,4458238,4126070,5002855,4052035,5419853,2932985,4132584,3961378,3571472,4047014,4438071,4290178,2379498,2792640,5761882,4609965,5352400,4520087,3000742,3540723,2061848
2021-11-29T19:50,3463363,4344384,4071902,4222830,3095507,4264369,4680357,3166815,4581514,4451142,3562937,2977593,3153260,1604625,4582115,3774970,3095136,5115325,4964214,3886362,3785865,3711861,4044903,4379864,3656752,3106916,2410003,3452674,2473870,2765763,3607249,3739466,2677829,4126760,3439492
2021-11-29T19:55,3428538,3457884,3619144,2941033,4057573,3074244,2634351,3042925,3669723,3703184,3516109,4509721,4909207,3133783,3585753,3311160,4618365,4448421,3631957,4391909,3645384,3884803,3288547,3142062,2971957,3572118,3315402,3383754,2955318,4739839,3545617,3382919,3606275,4665799,3266793
2021-11-29T20:00,3672915,3825992,4379434,2576775,3615434,3106999,3667828,3666667,3216068,5193695,3440251,2752950,4707331,4388437,5890891,4253486,2712763,4683841,4372784,3515862,5240412,3932524,4432713,5068355,2884774,3933876,4070912,2587337,3328355,2646506,4073921,3633046,2609390,3797056,3511816
2021-11-29T20:05,4350770,4821943,3435202,2496451,3868403,3675689,2992307,3976249,5161849,3835203,3900784,3026876,3416947,2493577,3331259,3459893,3251056,4344824,3055138,3706036,2611629,3651784,3888700,3873567,3735915,3434605,4912231,4086874,4701500,4283361,3757770,3079641,3079281,4032289,2797238
2021-11-29T20:10,4225635,4582045,3132510,3060444,3063391,2989377,2747881,2566091,3399995,4192537,2448475,4774254,4035000,4486497,2365687,3727776,3756282,4259678,3527678,2926759,4850328,3985221,3358303,5334099,3394877,2514805,3253448,3956640,4103699,4193988,3873116,4422712,3300945,2205666,4487013
2021-11-29T20:15,3246893,4579874,4098914,2651975,3867805,4465782,4647752,4230686,3239210,3500150,3451371,3097436,5329707,3144892,2664543,3869813,5004643,4376001,4714087,2677263,3664974,4218925,2482036,4081236,2546385,4427284,2263351,4007886,3523037,3436364,4832753,3047812,3006083,2240848,2793467
2021-11-29T20:20,3278112,4885407,2728756,4011733,2872096,2993307,3317331,3940659,2901675,3822146,3129398,3405171,5031628,3479703,4010833,4903020,3975988,3724771,2542840,3482563,4155207,3962354,1783370,3456803,3039204,3778569,4079546,2445705,3726343,3683709,3700889,3260803,2584569,3360163,3735232
2021-11-29T20:25,3410248,4664325,3503938,3537888,5048441,3213230,3620362,2995966,3325556,4805702,3975543,1839447,2718448,4015484,3442305,2938228,3254828,2915896,3633303,3026091,4639190,4180018,3336422,4496088,2565922,4214747,3746115,3474136,3472074,3209300,4044739,2264867,3031163,3792179,2240209
2021-11-29T20:30,4730848,4784932,3195681,3512369,3198169,3125063,4737813,2625437,3530288,4412470,3145276,3724191,3959743,4371526,3766510,3755518,2816371,5342966,4216944,3762072,4066508,3247603,1559434,4474248,3577842,3307722,4061140,4556575,3523552,3353967,4117735,4135355,3139593,3669506,2156825
2021-11-29T20:35,3776905,4219970,3382211,3630461,4011593,2715950,3968896,2823136,3944635,5010233,4351370,3249044,3965839,3624398,4889651,6119463,1582749,3504994,2797811,3705402,2503505,5995684,2618386,4201477,3294827,4361615,4136280,3549431,3626057,3874975,2895626,2826742,3242187,3182218,2620597
2021-11-29T20:40,3924298,3641577,4874334,2935201,3624397,2587992,2574195,3064574,2793249,4110269,2527617,4045446,4747403,4285835,4325644,3770038,5080865,4150724,4694811,2897511,3696628,4272102,3459222,4261705,2865976,4649630,1999117,3816267,3904717,4901753,4173022,4197629,3821021,3922315,3076860
2021-11-29T20:45,2980318,3890896,3341312,3117800,3553171,3795311,4486125,3175428,3511274,4404266,2602766,3194732,2547230,4717388,3957373,4346729,2462285,4343869,4539936,3105444,2713302,4211214,4083550,4284934,3583088,4546128,4217322,2477775,3773728,5256933,4465809,4348021,2815047,3300588,1841683
2021-11-29T20:50,2641698,3782285,3486247,2295584,3554457,3053739,3950136,3695115,3046614,3593903,3237600,3549588,3938672,3235852,4089173,4076185,4424672,3991970,3043775,2959052,2362055,3586465,4539191,3235020,3982615,3090442,3602430,4442297,3694752,3292353,4165591,3087347,2863806,3173055,3171282
2021-11-29T20:55,3157935,3049878,3644223,2667788,3597384,3451652,4262122,2437908,3754807,3346647,2858205,4205201,3748251,4127250,4276455,3485493,2970545,3292732,4409760,3115678,3774979,3237190,3060132,4264606,3179446,4098670,4047759,3942431,2523490,4141718,3344014,3787828,2685220,3681020,3907773
2021-11-29T21:00,3369367,3925433,3251293,2598331,3659733,3748351,4117078,3336314,3084551,4907924,4505004,3584430,4771518,4543411,3438022,3138440,2484245,3396704,3685871,2519077,3901733,3931897,3564221,4112784,2862754,3483251,3601833,3516017,4163226,3477895,4142610,4196850,2728491,2397529,3705572
2021-11-29T21:05,3922657,3789275,3868300,2422980,2675254,2617468,3035353,3838019,2066042,4203177,2477242,2468536,5292775,3598347,4710914,3516128,3925501,4761203,4372853,3296943,2529207,4450780,2727348,3582759,2568504,4317100,3228912,2717551,4385339,4101215,3525737,5774639,2717311,4211468,4266563
2021-11-29T21:10,4104613,3150689,3732858,2414137,4076453,4422307,4107327,3263209,2982093,3073671,3551962,2983383,3635751,3163638,3192416,4206981,2799642,5196807,3957727,3450189,3709813,3642869,3773845,4982456,4040815,3637886,2958335,4283288,3381269,4819256,3202451,3218090,4293409,3847008,2565368
2021-11-29T21:15,2544529,3713549,3348287,3652218,3903931,3347962,3186769,3493601,3763657,4685210,3242962,3028821,4021097,2653678,2976806,3422103,3886326,3940329,3406515,3234428,1664332,5209716,4002462,3834326,3307541,2766323,4058758,2934807,3676007,3824747,3868548,3841209,2576963,2897027,2017228
2021-11-29T21:20,2365393,4477727,3512666,2786667,4170899,5780521,3690924,3709894,4297399,4015002,2377176,4286571,3355438,3351237,2754483,4052432,5269600,3762679,4422055,3894310,4006702,4084485,3507018,4952613,3502332,4021065,3744332,4134688,4106981,3499925,2638873,4591595,4999189,2926098,3741169
