mtime,AG,AH,AK,BR,BY,DG,DK,DZ,FH,FX,G,GR,GX,HI,HP,HQ,JN,JW,LQ,LR,MR,MV,OR,OT,OW,PS,PV,QZ,S,SZ,TW,UV,UX,UY,WY
2021-11-24T11:35,5803850,4124196,3137847,3537769,2903450,3591996,4684269,2423553,4082122,1386738,4215633,4784287,4587912,4156375,2481941,5290148,4868129,5516686,3554225,3558188,3849444,4815842,4047040,3760702,3995458,2648370,4406252,2829193,3483592,3366266,4022583,3782929,4384141,4230358,2929537
2021-11-24T11:40,5146965,2093067,3408568,3138894,3719949,5190707,3391629,3452362,4042960,2315730,3560341,2933586,4370649,4742883,2880611,3126320,3680446,2523855,5218887,3237519,4753995,2830826,3651628,3974645,3547556,2865248,3448590,2548705,3964263,3231945,2809882,4168747,4689820,3243234,3304630
2021-11-24T11:45,3381642,3523572,4063237,4493939,4804851,3709668,4100818,4037002,3727440,3387815,3027286,2859113,3270938,4469001,4307457,3936013,4399801,3210269,4377227,4044391,3043099,4008241,1290391,3870288,3787932,3780785,4713630,3893924,4090133,3847198,3223667,2613977,4932140,4124183,4987632
2021-11-24T11:50,4542615,4301735,5029726,2683242,3226219,2771241,5548669,5227166,3605176,2441806,3155576,3604207,4230097,3495168,3873758,3808240,4623795,4005695,5540622,4390690,3631035,4098847,2363337,2523086,3950347,4311480,4660066,3153883,3782347,3845070,4109979,3430753,2605003,2913297,3631753
2021-11-24T11:55,4781666,2744151,2489564,3867116,4237138,3632719,3049245,3892308,3806238,2730916,3827410,4658743,4476532,2833180,3734566,2559730,4308742,4189787,3796825,3941615,4722184,4242841,3140287,3271430,5450505,4175846,5164612,4462025,3135442,3388845,2637038,4231322,2898073,3962286,5055997
2021-11-24T12:00,4397983,3637470,2338727,3330901,4596758,3829828,4730243,4395836,3303583,3675654,3915457,2797680,3624365,4280275,4074674,3627310,3869404,3636013,4063977,4624391,3624878,4618604,3285474,3302642,2636829,3206597,4432662,3283341,4089380,4210293,4892691,3177794,4081596,3630071,3957654
2021-11-24T12:05,5486374,3077182,3477014,2955442,3207230,3111158,5856166,3968512,4053677,2325211,4114375,3349213,3500165,3833603,3910951,4496091,4668809,3964005,3311140,3274922,3199574,4393910,3091663,2111610,3354689,5424134,3144062,3063394,3954150,2932330,3524232,2892902,4994110,3006331,4699028
2021-11-24T12:10,3403153,3719863,4225790,3619245,3129869,3528169,3738457,3276763,5204537,2611294,4615699,3450363,3868331,4292121,3473546,3936642,3620616,4612368,3211990,3175888,4086801,3104418,3474651,3209870,2616403,3192670,3374752,3657642,4618613,3433432,4209679,3443437,3955249,4465341,3327622
2021-11-24T12:15,5404848,4849681,4201856,4676118,3470910,2269803,4702483,3421409,3785762,4156460,3617495,2413860,3977442,4153974,4782750,3740408,3993545,2509035,3733677,4119089,2962324,3027814,3292796,3349954,3932773,3447266,4086814,2806945,4232176,2201658,2670065,3520034,2869027,3719901,4344540
2021-11-24T12:20,3562015,2942967,3857095,3644294,4041528,3707369,4083622,3262056,3956138,3582480,3308561,4355845,3673827,2419283,2550051,3963996,2672108,3381982,2830380,2855034,2552080,4298694,2907883,3529998,4575581,4524626,5112113,3966982,5193849,3237365,3249117,2969362,3887772,1971221,4409801
2021-11-24T12:25,3733941,3065379,3717942,5043540,3745855,2794023,4615130,3072945,4530484,2403961,3143099,2835850,4690997,3617542,4275338,2986048,3275763,4407919,2291133,4310140,3702076,3972377,2664342,2501161,3382037,2610032,3320255,3047872,2811375,3923882,2527771,3393333,3462286,4074838,4729957
2021-11-24T12:30,4100796,3335510,3511687,3293884,2162084,1493821,5427287,2921837,3673841,2704077,3724092,2860301,3523757,3950694,3650456,3081754,3796349,3358551,3516856,4003078,3417347,2753367,3767242,3790879,4345460,3893592,3997348,4234790,3226154,1791378,3338745,3146647,3982586,3701179,4936167
2021-11-24T12:35,5040731,3176132,3765944,3551155,4427390,3340945,4919588,2776176,3991539,3172255,4204696,2981275,2742514,3279266,3860279,4469661,3761631,3017293,3316829,4560483,3057975,4395294,2277291,3517257,4143695,2944812,3701493,3012551,4724650,3429145,3096288,4079551,3216464,4218740,4338177
2021-11-24T12:40,4615984,3128611,3709004,3919223,4016742,2381387,3941508,2439066,3784649,1680509,2751121,3135106,4803361,3934096,3046115,4967830,4724669,3519775,4531384,3591379,2151991,4067262,2718573,4317775,3758181,3699149,3796255,2598893,3131274,1866402,3656579,3922098,5461587,3647198,3776723
2021-11-24T12:45,4511372,3030573,4111489,4528892,4748440,3709689,4811604,5390078,3804524,3479028,3691119,2372631,4190293,3666067,4621925,4421243,4596781,2501371,3169859,3170534,3817322,2784740,3495632,2723852,3337832,3522228,4329896,4176602,4126542,3134831,3610851,4348551,3647934,3970779,4157941
2021-11-24T12:50,4714709,3639668,2143780,2341452,3124160,3290619,4510095,3772140,3818632,3409591,4470061,4744027,4390703,3395720,3410576,4817102,3643232,4463666,4760673,2633116,4160864,3977422,3601630,2605090,3570522,2754856,5301038,3358777,3302876,1806507,3718249,3467428,2672627,3866382,4653085
2021-11-24T12:55,3862233,4680730,3414899,3157537,3919592,2686342,4492312,3771091,4199770,3506268,4394425,2025578,3578076,2560537,3513484,3981273,4381877,3009843,4766023,4119699,3639011,3962007,2642063,3480999,4337188,3387591,5931888,2397316,4155494,2429198,3396716,3873744,4630027,3155290,2982410
2021-11-24T13:00,4278351,3499745,3097275,3289498,3899131,3479835,5148315,5400957,4273963,2998573,3700442,3387456,4579718,4338481,4149677,3281530,5643048,2684423,3808237,4516516,3146351,4318802,2611033,2651909,4508296,4853373,4646406,5575463,3057483,3807093,3403122,3220069,4772866,4123632,3389671
2021-11-24T13:05,3539992,2731126,3230613,3500352,2891397,3727835,3544688,2965826,3721913,4262358,3092857,4912605,3299543,2500080,5394444,4591368,5009872,3165686,5120177,4627974,4775431,4179886,2827755,3218651,5159533,4256892,4762288,2322622,4840909,2625302,3738450,4221824,4579994,3229079,3484966
2021-11-24T13:10,6290576,3783284,2414242,3220937,4105085,3235910,4318591,2789288,3828928,4485700,4327264,4006364,3488655,3838128,5096617,4231453,3989210,3738691,3158760,3686106,3448084,4436412,3141018,2934043,4810731,3056964,4566667,2947002,3745086,3022878,4249896,3535972,3813370,4102422,4180712
2021-11-24T13:15,5692194,3772310,2964995,3534525,4325625,2874523,4915466,4296681,3669518,2871963,3410985,3937194,5676499,2137632,4325531,4754936,3623234,4250614,4068768,3240708,2848582,5133982,3523448,3110659,4055337,3427867,4459151,4352572,3411751,3639534,3849179,3365017,5208709,2906434,4633332
2021-11-24T13:20,3816484,2504463,3062743,5883345,4429986,3693664,3731484,4540840,3900125,2462755,4166233,3582303,3567484,3367340,4459924,4609328,3284874,3898583,3708163,2350525,3010209,3203305,3555399,3291231,4031252,2164040,4906437,3731414,4251580,2371092,5177481,3726661,4680312,4038407,3816951
2021-11-24T13:25,4506906,3084063,3210133,4518956,3399216,3205477,3188386,3744249,3845437,4829178,4394130,3198706,3597899,3442072,2616766,5317768,4206723,3714385,3156553,3677795,3910982,2920770,4724940,3246760,3514117,2614525,4118281,3522812,3856992,3377526,2759401,1866118,3325813,4313065,4419938
2021-11-24T13:30,2863912,2452170,4781156,3525574,4563465,2643203,3964728,4429561,3632919,2736938,4471336,4673661,3488990,4014162,4420912,4560045,4067327,3340121,5243112,3839446,3144470,3078052,3382541,3371696,4496218,3850199,3948905,3375398,3791061,2687327,2948556,5662233,3971167,2914140,3239649
2021-11-24T13:35,3361617,3364530,2697160,2754410,3491864,2198130,4154859,3461950,3151976,3623370,1750031,4640141,4417120,3741968,3631691,3848816,4581482,2712642,3467363,4448713,3441564,3784912,3165091,3814518,4289279,3213929,3431344,2499684,4409918,4374254,3391881,4309927,3367534,3799223,4464355
2021-11-24T13:40,4570424,3882649,3986920,3981093,3584726,3423123,5321641,1751392,5313140,3204412,4693647,3232095,4588789,3248030,3031883,5771272,4483728,4374951,4130786,4181791,3576254,4309670,2277432,3662846,3700581,3221229,4596167,3130555,4155861,2980439,3650200,2643254,2903605,2976087,3939761
2021-11-24T13:45,2246460,2057379,2997075,2617475,2597672,2981276,4071613,3108936,3779169,3425934,3764777,3415827,4730397,3385020,3477911,3806032,3261318,3172684,4009938,3122720,2021143,3315078,3722895,2616632,4748765,3558907,3408693,2824902,3902231,2910998,4229230,3422805,2715487,4384746,4526047
2021-11-24T13:50,3774880,2800847,3061458,5205200,3711807,2058755,5603582,2814518,3818115,4185247,2898942,4357547,4039919,3433664,4461421,3153362,3317646,4084146,4024210,2768766,3544458,4320379,3133632,2954207,4505916,2455829,4549000,2169916,3885531,2654557,3600838,3649315,4225692,4410739,3637773
2021-11-24T13:55,4143809,3142609,3603058,3791587,3931638,2519907,4512250,4130406,2458634,4346983,2864665,3182866,4378006,3330435,3143709,3627877,4714591,4844807,2860287,2962406,3009853,4923876,4142543,3689655,4239208,4278071,5435453,3167358,6180532,3555499,2341265,3326719,3730965,4218794,5243263
2021-11-24T14:00,4626309,2629987,3518613,4531888,3943527,2755032,4987074,2432178,3501735,2458562,4497259,3677090,3910612,3352260,3922734,3335088,3753364,2484598,4290537,3617631,3014803,5095011,3326056,2614025,4741702,4186558,3703820,3450852,3310905,2488394,3451769,3990086,4064497,3987227,3480527
2021-11-24T14:05,5450275,3177821,2255672,4163597,3367070,2568224,4188241,1621081,2968390,3137544,4230702,2961876,3495458,4297888,3828320,3831785,3823729,4262356,3916227,3306851,5445101,4103825,2738914,3459056,3877312,2641887,3923372,2259932,5260629,3713001,4098748,4281211,4787875,4189696,4477105
2021-11-24T14:10,3145597,3118762,3769302,4427969,4029673,2186143,3078520,4010442,5178250,4555169,2199028,3857638,3453679,3774606,3057287,4000853,4730808,4061982,3910598,3577765,2976604,3337196,3738645,2056823,4394741,4266010,4382042,4403425,3491726,3467193,3011463,2796517,2963103,3790500,3410899
2021-11-24T14:15,5858624,4446368,2330618,3912240,2665321,2394378,2997290,2534868,3419690,3470841,2775729,2459033,4259812,3978072,3413828,2842119,4600028,3364643,4912013,2869637,2316329,4042241,3193538,3298706,4558182,3153263,4595916,3305085,3588111,3660167,4826524,4389492,4461526,3588933,4886336
2021-11-24T14:20,3649728,3660742,3797452,3913943,4335177,3653803,4681133,4295515,4521661,4405758,4573583,3301801,2766575,4220828,3257974,3615711,3762892,4324954,4020717,3876624,3294651,4041997,4348157,1968841,4469341,3695049,4670571,3870376,3783958,3527610,4967504,5050999,3873289,4090477,2897024
2021-11-24T14:25,3115653,4029246,3928591,4565820,3442485,3100452,3019291,3904209,4139449,3305306,5140231,3604881,3970502,2282633,3461063,3427429,5385145,2927570,2824965,3501754,3404196,3172830,3716797,3717878,3343435,3930996,3615772,3697554,3187912,4040021,5098310,2318074,3665925,3555605,4119096
2021-11-24T14:30,4630822,3572842,3315716,4541455,3375025,3425572,3209454,4532131,3532350,2950631,4265964,2463655,4305369,3605868,4003002,2616489,3631843,2572492,3599758,4844806,2527022,3815345,3119692,2954097,4739635,3007785,4738878,3835952,4723404,3004477,2931628,3461867,3350933,3529143,4034228
2021-11-24T14:35,4296363,2745025,3879682,3626771,2736420,2397260,2648260,4825452,3946057,4215624,4295002,2711285,4937039,3942084,3481381,4061510,4009483,5068911,4623453,5228528,3608146,3293989,3897443,3423035,4698650,3760784,4101997,2645081,2819398,2622155,4227383,3839474,4790422,3993220,4799300
2021-11-24T14:40,3889358,2813948,3678344,4281584,4659207,3322744,4930452,3559117,4397496,1804928,4549334,3608671,3838801,5443016,3602798,3590502,4115695,5101673,3136251,3661053,3969520,3784646,2356971,2969461,5176726,2521825,3085880,4318308,3951591,4075760,4596140,2457693,4214466,3330482,3151828
2021-11-24T14:45,6200919,3164514,4204163,4639702,2936219,2791355,4248598,4648322,3283445,3774363,3052802,4554693,4111144,3314846,3619553,4552723,4454075,4630639,3955774,1961260,3777476,3341323,3853671,3928455,3491016,2963144,5622685,3919014,3580737,3067376,4299910,2911127,2312286,3544032,4186933
2021-11-24T14:50,3632881,3323668,3193999,3418495,3360063,2851408,3702079,4586639,3299810,3124619,3040247,3833566,4724907,3949396,3866424,3191478,4062266,3551216,3075751,4646735,4234764,5599218,2898457,3132264,3953352,2752935,3878760,2975889,3385148,2890963,3288114,3997298,5096627,3101019,3479327
2021-11-24T14:55,5617351,3613386,2887324,4143110,4346469,3833688,4608289,3178232,5144468,4063256,4659112,3716113,3810291,3943477,4212023,3456963,4688405,3535728,4829199,5873345,2530108,5644265,3236179,4060319,4617279,4447253,4310135,3253859,5713542,3193430,5378749,2464695,5033271,3245913,3499851
2021-11-24T15:00,4895042,3126507,2837834,3572886,5165947,2756901,4666510,4591427,3701684,1907909,3998139,5616557,4854228,4289935,3368660,2872757,5258606,4524674,3456843,3487002,3772915,5050775,2579604,2963006,3856053,4245576,4740475,5123514,4215339,2696160,4204591,2797184,2724881,3917169,4692946
2021-11-24T15:05,4219243,2928403,3848480,4530553,4024550,3123808,3814118,4085237,4027457,2849092,3927277,3703374,3752713,3351368,4169045,3714340,3613699,4077584,3293623,3392802,3515841,3612900,3723981,2468411,3059876,2922972,4368151,2842856,5087537,4130766,3362998,3034996,3994069,1574005,3493931
2021-11-24T15:10,2942455,2573351,3371814,4862580,3983789,2833026,4316392,2033564,5357879,3207455,4096436,2125361,4973966,3259014,5885310,3880847,3866917,4048232,3977945,4863981,4145915,3475459,2703197,4313962,3333895,4514765,4981615,6000517,3739420,4692846,3587620,4222270,4603705,3459997,3196557
2021-11-24T15:15,4186124,3888968,3776748,4624551,3949325,2726713,4571711,2789597,2985566,3777764,4369123,2840198,4587635,3486338,4791534,3121338,3954236,2750892,5436897,3087906,2479956,4050433,3729818,3573766,2324787,4846352,5040430,3833470,4529040,2650230,3615246,2434904,4061657,4024240,3078209
2021-11-24T15:20,3673077,2408129,2823809,4848263,4315184,4435722,4574274,3202449,4759091,4213065,4494044,3118069,2989190,3535509,3511188,3681777,4365684,3255615,3151277,4267843,4221081,4538702,3579582,3463619,3181485,5064571,3475694,2511932,4387743,2753223,4167550,4576107,4716325,5937048,3311887
2021-11-24T15:25,3524105,2635790,2216265,2955359,3587019,2171203,5403710,2273090,4814823,3216658,4234774,3607139,3640711,3765144,2086949,4460295,4852447,3989783,4789444,5501962,3077763,4582374,3757698,3473657,5009933,3255699,4589219,3244679,6367475,2283904,3103496,3362333,3685237,4013153,4580463
2021-11-24T15:30,5744303,3271627,3022772,3580296,3769657,2703106,4346703,4556573,4351343,3614258,3308051,2866004,3057831,4455304,4286025,3610279,2733471,3910604,3767918,3816253,3260482,3662457,4188379,3757378,4721544,4311453,4358791,2466108,4116882,3319433,4791135,2557478,3651508,2278151,2447077
2021-11-24T15:35,4904209,4022459,4077548,4073429,3109860,2476846,5938858,4739483,3410967,4206100,1999257,4635245,4375058,3755853,4655561,4710804,4176355,3782776,3379294,4090243,3957029,3150321,2029028,3171409,4750521,3590084,3030331,2833860,3207872,2686815,5234521,1348187,4285843,3479913,3749463
2021-11-24T15:40,3352987,2943060,3853863,3082393,4010008,2267574,4610073,3703796,3435614,3291889,4235638,4381292,4808412,3893764,4863809,4070689,4880808,3818202,4159066,4033591,2247815,4856289,3388551,2329585,3650140,3196359,3683078,4044700,4144857,2681413,3856002,4734552,4418708,3966079,5189815
2021-11-24T15:45,3994021,3187459,4211055,4620459,3387121,1807042,4584762,5411708,5306130,2761706,3533064,4269761,4425629,4683207,3158341,3499173,4587959,2508091,4475131,2230081,1904865,4372213,2675151,3743093,3494932,3556307,3721007,3553521,3061258,3290985,2955761,4891452,4710017,3803561,2832588
2021-11-24T15:50,4731104,4295155,3181884,3899823,2164501,2302188,3647891,4586170,5352903,3402862,3369461,2950071,2622394,4641241,3204691,5089222,5072804,2914632,4089141,4850027,2691240,3952211,3287955,3167357,2993336,3595325,2773392,4095162,4276905,3934022,4375585,3616402,3431532,3460972,3811960
2021-11-24T15:55,4053269,3285233,3125942,4037611,4588556,2669811,3171584,2988801,2467088,2426010,4766501,3692145,3361052,2671078,4446305,3581716,2941043,2424075,3330492,3399637,2278313,3079990,4107306,3367024,3189070,3195164,4806831,2723582,4742656,3862259,5405886,3517352,2654886,3513579,3907925
2021-11-24T16:00,3596110,3676026,4030363,3920346,4140876,2327716,4225674,4246623,3111749,4360041,3542132,2878090,3277740,3842822,2891063,3154826,4728885,3827563,3399254,3120391,3173259,3226526,3083978,1601547,3128268,3867759,5345022,4001120,5490962,2705545,3304206,1508006,3915021,3714547,4787501
2021-11-24T16:05,3623939,3721385,3916822,3113033,4404292,2314493,3860266,3046550,5111437,4574980,2995849,3711757,2919657,2572691,4448637,4656106,3564204,4833191,3974954,3992725,4154041,4318367,4371623,3451614,2152667,4021421,2596923,3138566,6029308,3744357,3828357,3042044,4927742,2998034,4370578
2021-11-24T16:10,4126598,3304923,4400734,2299189,3409943,3020665,3397703,4336821,4297085,3130005,3573509,3611803,3510981,4500025,3992691,2435925,2927455,3220085,5501696,4528079,3370463,3911075,2180422,2366517,3610430,3738396,3259701,3709928,3696448,1783428,3102508,4760177,4193736,2843162,4649848
2021-11-24T16:15,4283116,2762998,2909996,3963217,3136930,2795734,4395510,2919629,3976337,2955378,4534305,3406330,4034808,2865618,3644890,4405546,2924061,4412618,4444619,2566026,3271586,3080447,2942054,3248969,4374256,4676719,5835704,3060522,3414251,2985785,4276893,3776858,3471705,3735212,4046252
2021-11-24T16:20,5416376,2129846,3081126,3178176,2079868,3870688,6117186,5028468,5557897,4395595,5677695,3430036,4730864,3453839,3327655,3864202,2952937,2926408,4276700,4310766,4312432,4072509,2377242,2681401,4207288,3623352,4137384,2711966,4128344,2408753,4376675,3026178,1927410,4714457,2995685
2021-11-24T16:25,4696714,3343244,2743904,2709809,4437009,3042980,2801276,4114114,3761385,3317541,3608560,1834621,3670551,3254750,3815692,3937376,3338822,3334058,4746302,5067119,2611434,4460141,5113207,4245536,3616824,3442407,5193216,4709178,5404853,3691152,4561213,4222854,4542176,2964099,3871750
2021-11-24T16:30,4605608,3093816,4003482,3756116,3623279,3631230,4234235,2839768,3143613,4304726,4991618,3462807,3227635,2459523,3841647,3552959,4411867,4225841,3375356,4237669,2904881,3053440,2717938,3327669,4106983,3936659,4360575,2863490,4204589,3291822,2635534,3482134,3694933,3994229,5316795
2021-11-24T16:35,4034203,2862046,3191691,4892447,3763282,2549398,3581764,3511667,4653483,4875293,3289681,4281417,2869747,3270711,3775323,2183573,4748184,4136192,3546552,3970899,4710945,4061583,4101854,2970388,3950757,3647553,4212958,3310662,4631209,2714757,2793555,4372624,4685953,3177087,4844813
2021-11-24T16:40,4339186,3712457,3643378,3021144,3580137,2655045,5046308,4208655,3120229,3383558,4208241,3203438,3655220,3814421,3774811,4141769,5250554,2533401,6142224,3370405,2915767,3358185,2996508,4046673,4373227,3008450,4562017,2926931,4137211,2568033,2238611,3959106,4513532,3894570,4930477
2021-11-24T16:45,4461338,2762895,4159485,3469130,4019124,2869868,4916531,2578884,3011140,2549699,3119605,4225743,4655117,3600858,5183259,3469121,6310260,4662959,4804839,3470808,3614863,4303166,2856864,3294577,3658474,3362686,3941838,2680163,3508788,4155273,3391047,2552604,4200392,4609914,5011351
2021-11-24T16:50,2858314,3738526,4117043,3901760,2865330,3050430,4310612,3160005,3826558,4014394,3665533,2483224,4096625,3715923,4366967,3575321,3330352,3752483,3804773,3094319,4226760,4185504,3357279,3396990,4285697,4015136,3832488,4056465,4659439,3569717,3306723,3195418,4087506,3297129,5259232
2021-11-24T16:55,4689645,3168867,4103654,4000961,3484197,2786783,3566643,4405522,4038538,4974552,3732811,3523324,4254121,3160955,4721463,3220791,4940645,3098668,4653086,3609153,4345731,3495612,2200861,2790830,4575413,3299448,6424906,4011891,3157237,3340017,3327787,4008417,3511119,2312603,3886008
2021-11-24T17:00,4346557,2775437,3628740,3745712,3416314,2158421,4894819,4163412,5302059,3284948,5050808,3529139,3950717,4686917,3115246,3485044,4797079,3639813,3442037,3589696,3551444,5204049,3476788,4564200,4488034,2936276,4529025,2932546,4144396,2706377,3549155,2976015,4566848,3584911,4579033
2021-11-24T17:05,4098511,2870910,3962677,4341279,4162339,2734099,4079312,4250783,6110518,2321504,4141427,3198876,2901163,2264420,3107459,4147132,3883708,2956384,5160452,2940275,3328374,3505416,2716203,3509738,4136131,4310096,3937855,2913568,4499158,2906489,4685675,2070699,3599009,3603178,5289497
2021-11-24T17:10,3748880,1694627,3231793,4269772,2611611,4272490,3375804,4154113,4813224,3365000,3982059,3148992,3959847,4159148,3641876,5044776,3392613,5085434,3630888,3245207,2313321,4002243,2720821,3650112,2742499,2686043,4144858,2435592,4646585,3000680,3989116,5364870,3803735,4386628,2884608
2021-11-24T17:15,4131730,3942438,4925660,5554764,4081484,2652303,5503565,4558925,3663948,4104720,2822451,3858918,3085394,3992963,3816906,3411504,3787480,2787423,3939008,3698260,2889654,4084275,3559594,3520746,3252924,3017805,2941593,2821339,3559043,3200575,4174289,3115414,3539465,3254285,3694447
2021-11-24T17:20,3547542,2112145,2801062,3428990,5289612,2680653,3655770,4524448,3331382,2682115,4035377,2647861,4905798,4422199,3206869,5088327,4963267,3090164,3677108,4309604,2116438,3181744,2787566,3279780,3426769,3375804,4853190,2630717,2653800,2167803,3821328,3420871,3038876,3139115,5686011
2021-11-24T17:25,4135079,3352519,2361830,3872635,3831168,3870802,5528344,4250709,3173201,2065903,3167034,4742204,4273620,4705765,3984339,3215686,3793150,3463668,3698953,3767560,3547603,4146272,3367183,3834252,5283927,2650199,4902002,4273620,4721340,2695379,2320224,3172056,4313350,3016044,4336382
2021-11-24T17:30,5303615,3970403,4933855,3361652,3610616,3193089,3307281,4691836,4168697,2197162,4699610,4499331,2660045,3353443,4011644,6160754,5716945,4556553,4126129,4851920,3190867,4094442,3567304,3282809,3851126,3261319,4623386,2555045,3716308,4386746,3255262,3818999,4393848,5309344,3434040
2021-11-24T17:35,2582863,2288202,2850830,3904573,3801642,1723796,4869880,3611706,3881228,3994520,3871294,2790971,4853658,4792597,3290581,3613592,4113626,4106338,3784119,2918199,4503659,4881325,2562007,4158710,5742041,3681521,3838908,3144361,3511857,2833916,3992974,5239675,4249070,3367677,4209761
2021-11-24T17:40,5092391,3179907,4900618,4024599,4203872,3448509,4039961,4031412,3771317,2715848,3310094,3187261,3972388,3890387,4688714,3452641,4680277,3722366,4415858,4244091,3322813,3877390,2258838,4147887,3019119,3314834,4883720,3751241,4182979,3123402,3084034,2552854,3736962,4202690,4226781
2021-11-24T17:45,3903089,2808069,4423916,4063654,3738862,2307394,3664164,3210194,4675058,3181527,4211157,2637793,3829120,3909390,3897909,2978231,4037125,2548928,4956201,3423724,3914286,3581318,3639855,3615843,4990201,4995810,5946975,3263720,3866820,3833234,4120740,4394365,3083247,3172039,3136488
2021-11-24T17:50,3115077,3767770,3237084,4778568,3235854,2181426,4526391,4653399,2011548,3267604,3553072,3323466,4398705,3531630,4578352,5723764,3369296,4450191,4101217,4144384,3715114,4175199,4456398,2663663,5355094,2896610,4268213,2960499,6368526,3040901,2876598,2999006,4702754,3879441,3728470
2021-11-24T17:55,4483212,3326364,3166285,4101860,5319231,2614684,4337484,4933768,2311253,3564836,4043633,4068224,3319986,4312167,3284004,2796238,3541959,3055643,4067177,4389059,3112727,3599785,4049700,2823304,4117392,3465444,3789481,3291673,3985397,3721729,3512191,4268211,4091099,3665691,4733586
2021-11-24T18:00,3928079,2389564,4240409,3507448,4265236,3301338,5185493,3706725,3081156,3034033,2941245,3568579,4774300,3624256,5045068,4281258,3247427,3273357,4175435,3876153,3842488,4511536,4055539,3207954,3662333,3859894,4405420,3296218,2568202,2679237,2964021,2665984,3542755,3766773,4217147
2021-11-24T18:05,4503922,3818333,3453652,3994998,3051483,2360799,4365860,4360793,4401521,2627914,4191323,3690588,4461601,4509769,5338758,3583322,4704446,3593323,3913675,3898856,2281631,3259081,3162225,2807971,3942635,3833249,2788481,2127226,4121355,3781042,3517108,4008888,4239302,3902927,3467743
2021-11-24T18:10,4822215,3855489,3613820,3368556,3292599,3643398,4972370,3310879,4315337,3899591,3095479,3817426,3421659,3724703,2934917,5400441,3536803,3278313,2029825,2334487,3566185,3541245,2902746,3301780,3309565,3738454,4925178,3142951,3533882,3834145,3497052,3803723,5025281,3725434,5977216
2021-11-24T18:15,4404839,3980582,4092424,3351318,4497154,3023523,3858733,4770383,4035055,4043343,4901357,4253563,3005863,3749526,4322290,4295479,4122531,2171963,3708129,4231870,3921436,3585849,2739600,2984085,4364801,3141327,5340026,3068357,3900533,3286488,3154045,4263266,4472261,3921706,4001875
2021-11-24T18:20,3651402,3945599,3427366,2116539,2901355,3818202,4207709,3781383,4004309,3889659,5052470,4263398,5986955,4951138,3097065,3297280,2408769,4730152,2583004,3035071,3656278,2933407,3709947,3927673,2744353,4526866,3666797,2546351,4555287,4457668,3497149,3693500,4933111,4045964,4507084
2021-11-24T18:25,5134189,3345720,3796588,3926494,3707110,2739239,3918205,4388580,4467113,3144605,2862490,4748655,3932200,3523811,4146831,4601823,2892272,4551366,3110384,3625864,3275466,2577644,3926721,2943079,3060702,3985610,4425531,3790960,3903770,2967744,3928321,2593715,4120770,3497578,3907587
2021-11-24T18:30,3770931,3274119,2952580,4069631,3775546,3079997,6061399,3306679,3010560,3442510,4257619,3823883,3121173,4602716,3644815,3234058,4749742,2745225,4382864,5329743,3521303,3601590,3488184,3256359,4603497,4260512,4777077,3879582,3873697,2358796,1475119,3508319,4218038,4581811,4483367
2021-11-24T18:35,4266982,3094946,1955113,2963122,4094668,3860859,5836258,3904939,2589646,2545581,2589599,3107939,3950264,3757044,3690396,3263480,4000559,2935993,2853036,4780974,2312016,3432157,3957678,3305829,3011705,2854332,3949305,2976677,3240895,2940641,4602450,4074925,3951727,5110877,3601509
2021-11-24T18:40,3432684,3256753,3800239,4237727,3284500,1929981,4413707,3876157,4031240,3685932,3266155,3545337,3960781,3598994,1513553,3885418,5736955,4504390,4389386,5100107,2405569,4718035,4196221,3756672,4036493,4058767,4963038,2635615,3672577,4014538,2972246,4239669,4214181,3404648,4711240
2021-11-24T18:45,2896055,2841286,4031520,3846402,3203902,3050542,3574188,2892159,3984142,4070023,4610227,3712066,4390124,2497912,2939073,5394836,4418414,3525995,4511299,3653338,3586096,2621362,4684982,4044896,4154637,2979090,3494992,2710567,3268535,4055534,4171742,4834276,4097623,4859842,3668924
2021-11-24T18:50,3804071,4714534,5353710,3104754,2436396,3259626,4737926,3387302,4444155,2718255,4427498,3932276,4061290,4349479,4203016,5948147,4582595,3528174,3520320,2862344,3224974,3804263,2403926,2376710,4386135,3981736,4682170,4793010,4328640,2346835,4279255,3327851,3043185,3667524,4158806
2021-11-24T18:55,3680121,3961472,4100977,3156976,4595408,2008089,5395493,5057281,4317349,3119582,4013846,3693521,3939442,2930126,2478681,4991552,4275979,5218159,3958059,4479350,3233295,4655483,2161100,3281980,4112645,2945999,3471251,4204662,3780253,3075336,3306359,4046203,2949017,4730894,4082058
2021-11-24T19:00,3919233,2605145,3212356,4810281,3580448,3725147,4171646,4375121,4204649,4103004,3980315,3538520,4819343,3809255,3253204,2863682,3671358,3148508,3024502,3361272,3942883,5070742,2559386,2849838,2878852,4820069,3931575,4238548,4949060,3555923,3390162,2883331,3408362,3738852,4865196
2021-11-24T19:05,3624184,3202260,5017007,3381879,2643761,2713660,4665431,4216152,4664952,3779406,3923235,3344948,4421486,3755986,3876049,5336231,3558008,4515485,3779024,3482271,2649358,3863997,2734559,4008616,3854558,4358995,3841358,3052625,2863764,3041251,3277301,3324519,3500416,3040168,3543597
